DAY_ID,ACCOUNT_DIM_ID,DAILY_BALANCE_AMT,EFF_DT,END_DT
2023-11-10,26246,7757.61,2017-06-15,
2023-06-06,97050,1658.25,2019-10-15,
2023-07-10,49253,254.58,2022-02-20,
2023-01-24,75530,6839.66,2020-04-28,
2023-11-25,68234,3351.56,2019-10-13,
2023-01-24,85545,6277.16,2018-11-04,
2023-02-15,90661,9735.15,2017-01-08,
2023-10-29,31716,6392.1,2016-02-13,
2023-10-01,96566,4921.08,2018-03-04,
2023-06-28,15505,2877.79,2018-03-02,
2023-11-21,67619,1152.82,2016-09-10,
2023-08-29,2339,656.24,2020-09-22,
2023-02-26,5342,6243.56,2018-05-27,2023-08-26
2023-03-30,50532,4749.32,2017-10-07,
2023-10-27,35010,9612.43,2015-08-25,2023-06-05
2023-10-29,86583,8669.23,2016-11-07,
2023-10-03,2556,2366.63,2019-02-04,
2023-06-26,980,624.05,2021-05-22,2023-05-23
2023-04-14,97747,5696.58,2015-03-13,
2023-09-09,23867,4500.73,2020-01-19,
2023-11-19,69445,3054.81,2017-06-10,
2023-09-25,91477,1882.42,2020-01-30,
2023-09-18,57018,7196.91,2022-02-24,
2023-01-04,67800,8503.7,2017-02-12,
2023-07-09,46318,3269.29,2015-02-21,
2023-11-13,84880,1982.26,2020-02-10,
2023-02-05,60227,437.12,2019-12-29,
2023-02-03,10258,2330.84,2021-08-22,
2023-11-14,54211,1998.46,2022-05-18,
2023-12-05,92320,1335.03,2021-11-11,
2023-08-30,26048,4725.97,2018-09-06,
2023-04-03,98265,3696.85,2022-02-11,
2023-03-04,34916,513.89,2018-09-02,
2023-07-08,49013,180.89,2015-04-16,
2023-01-29,89512,6893.29,2021-01-09,
2023-04-03,47467,5756.73,2022-12-08,
2023-08-07,88968,3694.41,2015-01-18,
2023-07-09,5710,2145.86,2016-09-02,
2023-07-12,85685,8928.63,2018-11-12,
2023-03-02,38072,7761.59,2021-11-03,
2023-06-12,16578,2576.4,2018-02-22,
2023-07-06,75515,7156.91,2020-04-13,
2023-04-06,87844,8370.13,2017-02-06,
2023-04-11,7980,242.02,2020-05-16,
2023-01-24,99480,5826.8,2016-03-08,2023-06-04
2023-02-02,23436,7245.41,2016-10-30,
2023-08-02,38368,4183.76,2015-08-13,
2023-01-13,39548,1669.86,2020-05-01,
2023-06-14,41504,8439.67,2020-06-25,
2023-07-30,59169,3807.63,2016-08-28,
2023-01-18,70415,2213.09,2021-12-09,
2023-09-12,55232,6428.18,2016-06-27,
2023-06-25,82635,2013.91,2016-04-02,
2023-03-22,94692,9400.76,2020-05-18,
2023-02-25,30842,3173.81,2015-08-30,
2023-10-09,80713,6369.44,2016-09-18,
2023-05-20,5906,2789.32,2018-05-01,
2023-03-24,3895,8162.64,2017-07-28,
2023-03-19,92814,9526.88,2022-07-25,
2023-07-16,74402,2795.18,2018-08-06,
2023-01-19,50833,7223.49,2019-04-24,2023-06-14
2023-11-06,35211,1360.28,2020-12-01,
2023-11-15,25336,6728.01,2017-09-05,
2023-08-05,5209,9900.09,2021-06-09,
2023-10-17,66522,8271.49,2019-06-26,
2023-01-28,62859,6886.82,2022-04-27,
2023-11-30,56698,6265.23,2018-11-24,
2023-04-07,57985,1292.55,2017-05-19,2023-03-24
2023-08-02,30839,2261.85,2015-04-03,
2023-04-05,61487,1364.83,2018-09-11,
2023-02-03,66853,1263.69,2020-04-18,
2023-12-09,34368,3323.33,2015-02-16,
2023-02-23,39556,8626.62,2020-08-31,
2023-05-05,76615,9903.97,2018-09-07,
2023-07-21,83609,2076.61,2016-01-18,
2023-07-10,35473,1128.33,2021-09-21,
2023-01-15,23513,5566.94,2020-10-21,
2023-01-03,67928,3199.27,2018-03-27,
2023-02-08,86541,1074.31,2020-12-30,
2023-10-27,44042,3152.98,2015-04-22,
2023-07-21,97960,3648.41,2016-01-10,
2023-08-08,93023,9262.57,2021-07-09,
2023-01-22,37223,2889.86,2022-05-24,
2023-07-28,77859,5233.34,2019-10-07,
2023-01-08,53989,885.87,2021-09-30,
2023-04-15,96440,4644.99,2018-04-17,2023-04-27
2023-07-27,62762,4681.01,2017-04-11,
2023-09-25,42695,3466.08,2016-07-21,
2023-10-31,26647,9485.72,2021-11-22,
2023-10-13,86380,1413.98,2017-07-14,
2023-12-14,81627,3439.5,2018-02-23,
2023-10-24,9315,2083.15,2015-02-01,
2023-05-15,53625,9713.34,2016-04-30,
2023-07-22,29381,4862.93,2022-11-16,
2023-12-28,67294,8730.09,2021-10-21,
2023-01-16,44360,3385.79,2016-10-17,
2023-05-26,70906,1307.03,2021-02-25,
2023-05-30,71891,6798.33,2015-02-27,
2023-06-22,26024,4316.35,2021-07-24,2023-06-21
2023-05-14,74124,6315.92,2015-05-30,
2023-05-18,54955,8677.21,2016-11-03,
2023-01-09,5783,7558.29,2019-04-14,
2023-04-01,83887,8627.75,2019-02-09,2023-10-14
2023-12-17,4885,115.88,2015-12-16,
2023-06-27,96396,3070.74,2019-03-24,
2023-10-14,8231,6662.96,2018-08-05,
2023-05-17,85337,1485.35,2016-07-06,
2023-08-16,90500,1015.12,2017-02-10,
2023-12-23,11572,9544.24,2017-09-16,
2023-02-07,1748,5460.82,2016-05-30,2023-11-13
2023-03-17,3403,8677.51,2016-10-07,2023-07-25
2023-05-23,55667,693.75,2015-02-22,
2023-10-07,17537,6184.84,2019-09-10,2023-09-08
2023-04-09,4086,2942.97,2020-09-17,2023-12-31
2023-07-06,66562,8019.32,2022-05-05,2023-12-16
2023-07-27,38593,5064.81,2016-10-17,
2023-08-27,45401,9996.65,2021-01-02,
2023-01-20,39575,6017.78,2020-02-06,
2023-12-15,90749,3206.33,2020-03-26,
2023-12-17,16987,2040.28,2016-11-14,2023-11-28
2023-03-17,74375,9202.31,2017-12-24,
2023-04-04,78249,4884.14,2020-01-10,
2023-03-26,71753,276.08,2015-08-03,
2023-08-20,8064,4158.49,2021-05-19,
2023-05-28,75388,3718.4,2018-06-13,
2023-06-15,2524,8601.88,2017-02-25,
2023-05-30,22233,5896.43,2022-10-20,2023-01-23
2023-01-25,73299,2930.14,2019-10-09,
2023-09-04,64431,166.39,2015-03-02,
2023-08-05,1519,3627.01,2019-02-13,
2023-07-18,16237,7564.85,2016-03-01,
2023-06-05,11299,1978.58,2019-12-31,
2023-11-15,1074,3564.17,2015-09-18,2023-09-29
2023-04-13,12699,8043.88,2019-12-04,
2023-03-14,29808,933.08,2017-05-11,
2023-01-08,27218,5764.29,2022-06-22,
2023-12-10,96281,1432.99,2022-04-17,
2023-07-19,18122,2764.9,2022-08-08,
2023-10-03,59875,8483.86,2017-11-19,
2023-06-18,21693,8945.06,2015-07-18,
2023-07-18,78506,2420.0,2021-07-04,
2023-02-09,33694,7074.33,2022-01-23,
2023-03-25,46842,3856.77,2021-10-01,
2023-10-23,61567,8313.2,2022-01-12,
2023-10-01,26885,8445.18,2018-01-27,
2023-06-15,7834,1465.35,2020-02-16,
2023-05-14,7622,5240.82,2022-01-15,
2023-12-16,46211,4909.98,2021-11-17,
2023-05-30,95742,3937.93,2016-09-12,
2023-05-17,34808,771.63,2021-06-01,
2023-06-30,96530,7384.34,2021-11-14,
2023-07-16,34151,1407.9,2020-06-22,2023-12-14
2023-01-29,31632,6798.78,2016-02-27,
2023-11-27,23053,4176.17,2022-06-24,
2023-06-16,15232,638.09,2016-02-21,
2023-12-30,69580,2042.39,2017-08-26,
2023-02-27,3656,7956.48,2021-04-10,2023-05-04
2023-06-28,16514,8765.79,2019-06-08,
2023-05-15,57506,1749.74,2016-04-18,
2023-03-07,69546,274.0,2015-01-04,
2023-10-05,13660,5324.11,2021-08-17,
2023-08-19,32188,6228.13,2016-01-10,
2023-03-13,25620,9581.67,2018-02-03,
2023-12-26,17767,9444.81,2021-11-16,
2023-02-17,86993,6983.65,2017-05-26,
2023-05-15,39749,5687.45,2021-07-12,
2023-02-26,43654,8437.25,2017-05-10,
2023-01-31,28360,9155.94,2017-03-10,2023-10-04
2023-12-10,55780,417.97,2016-05-12,
2023-06-23,79547,4038.45,2016-03-30,
2023-06-15,20360,7248.78,2022-10-03,
2023-10-27,31679,5444.2,2022-02-28,
2023-01-03,76363,4374.94,2018-02-10,
2023-12-02,70275,4059.41,2019-10-20,
2023-01-03,13790,6409.3,2016-05-07,
2023-11-14,15269,5438.99,2015-08-10,
2023-08-26,36614,2512.35,2021-09-19,
2023-12-25,71410,1247.89,2015-06-26,
2023-12-21,86908,944.97,2018-03-01,2023-05-21
2023-07-14,12038,3572.86,2018-03-12,
2023-12-11,52401,1753.6,2015-09-30,
2023-04-16,52797,5352.93,2018-11-23,
2023-04-21,97838,7429.17,2020-04-11,
2023-03-19,81271,4510.58,2018-07-16,
2023-06-11,48442,7678.52,2019-11-12,
2023-03-10,6328,2118.8,2022-04-03,
2023-01-24,34778,458.61,2022-05-18,
2023-09-14,92551,1455.01,2016-08-19,
2023-08-08,57244,9044.24,2020-03-07,
2023-10-06,34031,3829.96,2018-09-11,
2023-12-25,51182,4465.18,2017-06-10,
2023-05-13,80513,5715.25,2020-11-24,
2023-08-29,67921,7490.57,2018-08-28,
2023-01-27,11006,488.03,2019-06-05,
2023-12-02,57693,409.96,2016-05-19,
2023-10-30,12704,8658.8,2022-06-15,
2023-02-08,41173,5507.8,2017-08-16,
2023-08-01,85435,1484.19,2022-04-06,
2023-03-21,81392,6272.11,2021-04-05,
2023-01-11,83025,512.6,2021-04-06,
2023-11-17,79163,2366.37,2016-06-12,
2023-11-03,41912,3399.33,2022-04-20,
2023-12-10,97030,8426.23,2018-08-08,
2023-08-29,4741,6396.55,2016-05-05,
2023-05-15,25521,3379.69,2021-09-26,
2023-09-25,68533,4967.45,2019-10-31,
2023-05-07,45648,3152.23,2017-04-19,
2023-11-28,21001,7621.87,2020-03-19,2023-02-23
2023-11-08,45491,7807.21,2019-04-02,
2023-10-05,6883,3799.25,2016-01-28,
2023-06-10,25186,1330.49,2018-08-31,
2023-03-21,81883,8920.85,2016-06-11,
2023-03-02,32094,5533.37,2016-11-11,
2023-04-12,23884,5367.94,2015-02-12,
2023-12-19,30367,5330.53,2020-02-12,
2023-12-20,83123,7486.57,2017-09-27,
2023-07-12,38927,4847.88,2016-03-02,
2023-12-02,90521,1489.31,2019-09-15,
2023-07-29,23523,9906.92,2020-06-25,2023-09-21
2023-11-02,94413,4360.75,2018-10-06,
2023-10-24,59915,2975.87,2021-09-02,
2023-10-07,84026,993.99,2020-02-03,
2023-06-21,51111,900.25,2017-04-20,
2023-04-08,41705,2548.91,2017-03-26,
2023-09-12,11949,6823.49,2021-04-17,
2023-11-11,32954,6714.16,2020-02-17,2023-04-18
2023-05-10,77801,6767.8,2017-01-27,
2023-06-02,38893,6743.28,2019-07-12,
2023-10-30,83735,2921.51,2016-08-31,
2023-05-05,77975,8343.76,2021-12-20,
2023-07-21,43521,5252.46,2021-03-10,2023-07-24
2023-02-20,93815,2534.54,2020-05-17,
2023-05-21,92202,7251.48,2017-06-02,
2023-01-02,2774,4322.33,2018-03-23,
2023-07-15,69586,8791.94,2021-02-06,
2023-05-28,38720,422.36,2021-04-29,
2023-05-20,62556,2730.72,2017-08-28,
2023-03-04,23908,5439.19,2016-11-22,2023-03-05
2023-11-21,97,9767.29,2015-01-21,
2023-11-11,52790,1510.7,2016-06-07,
2023-06-30,42073,4534.48,2019-12-25,
2023-01-12,32942,2409.23,2021-12-07,
2023-09-20,98572,8257.02,2019-11-17,
2023-02-23,47138,9012.9,2022-03-11,
2023-09-24,95855,147.93,2016-09-29,
2023-05-21,9,415.75,2019-04-20,
2023-06-25,51199,5012.23,2016-06-12,
2023-10-11,79386,6531.2,2018-08-31,2023-04-08
2023-12-08,83942,7989.51,2022-04-26,
2023-07-30,4983,3880.82,2016-01-20,
2023-07-30,70451,3609.81,2022-08-07,
2023-06-23,41105,7271.93,2018-08-21,
2023-02-19,48700,4696.6,2016-03-12,
2023-05-01,73978,3008.88,2015-10-01,
2023-05-18,13104,9810.51,2022-04-22,
2023-10-17,46672,5789.5,2017-04-05,
2023-04-15,51097,7660.85,2017-05-09,
2023-11-10,56194,4868.06,2015-11-25,
2023-11-03,82872,340.44,2020-11-05,
2023-05-01,18022,9655.33,2018-07-07,
2023-10-25,9914,7264.72,2020-11-07,
2023-12-09,40974,2741.15,2020-10-01,
2023-12-13,5062,7559.14,2018-09-11,
2023-05-01,72627,3230.61,2017-03-27,
2023-03-19,18937,6076.24,2019-05-13,
2023-06-21,55319,8462.01,2022-12-11,
2023-04-09,29289,2065.83,2018-02-23,
2023-12-26,34868,822.7,2020-01-24,
2023-07-19,75174,9595.66,2015-08-09,
2023-11-23,53227,6086.69,2020-08-30,
2023-04-14,50402,727.87,2018-08-22,
2023-07-23,96765,1494.07,2021-01-10,
2023-05-03,27140,3842.03,2022-09-02,
2023-08-22,78202,8258.08,2022-05-14,
2023-07-07,29296,8318.24,2019-08-31,
2023-10-20,40888,2710.0,2017-03-24,
2023-09-04,12616,6334.83,2017-04-01,
2023-01-11,2824,3275.5,2022-12-02,
2023-09-13,67618,313.08,2017-07-05,
2023-01-24,47050,2526.68,2020-01-18,2023-11-17
2023-08-03,41611,3568.61,2017-11-07,
2023-05-30,28830,8201.2,2017-12-19,
2023-04-16,407,1027.79,2016-11-11,
2023-12-30,5693,9443.81,2020-07-16,
2023-10-27,28022,5282.9,2016-10-27,
2023-11-02,72103,6450.77,2022-03-27,
2023-10-03,58655,9055.1,2017-09-09,
2023-09-05,25133,9122.4,2018-06-11,
2023-08-27,56004,1298.95,2019-06-18,
2023-09-05,44377,7023.76,2022-09-19,
2023-05-14,4317,6786.39,2017-07-07,
2023-07-31,57284,8359.78,2018-01-01,
2023-06-19,14097,5081.1,2019-01-28,
2023-01-16,6417,3904.35,2017-05-01,
2023-10-31,98058,7831.41,2022-09-14,
2023-12-12,94616,6812.04,2020-07-07,
2023-03-14,69609,9131.09,2022-04-27,2023-11-24
2023-05-17,44879,6684.11,2017-03-15,2023-08-03
2023-05-25,72680,7392.83,2018-05-27,
2023-06-22,49384,3071.04,2017-04-22,
2023-10-11,7349,1766.5,2021-01-02,
2023-08-10,17064,2334.45,2015-04-24,
2023-05-09,85542,8000.72,2021-04-27,
2023-05-18,25006,9588.18,2019-07-29,
2023-06-13,65364,2348.7,2015-12-26,
2023-11-10,31164,6077.28,2018-06-11,
2023-10-17,95313,6020.75,2019-09-24,
2023-07-12,23357,9145.5,2019-12-21,
2023-06-16,86966,8311.69,2017-03-15,
2023-06-20,21388,1067.03,2015-09-10,
2023-07-24,18887,3689.16,2016-10-17,
2023-10-12,36259,9551.7,2015-04-15,
2023-09-15,47800,765.09,2015-06-18,
2023-06-06,999,6612.44,2017-05-16,
2023-07-03,62303,241.59,2018-06-24,
2023-01-12,84329,5678.01,2018-11-14,2023-02-13
2023-07-12,38084,3079.85,2022-05-17,
2023-07-14,18319,8633.44,2015-02-13,2023-10-09
2023-04-01,12749,6817.58,2015-06-17,
2023-10-04,22467,2957.53,2020-11-20,
2023-07-02,96822,8881.71,2021-01-21,
2023-02-15,27116,1551.61,2018-01-23,
2023-04-02,27378,5840.15,2019-06-25,
2023-02-12,52569,8921.77,2019-03-25,
2023-03-10,38669,2731.3,2018-09-06,
2023-09-11,40000,3102.51,2015-09-26,
2023-03-09,82150,8953.58,2019-06-14,
2023-10-23,14966,3590.73,2018-03-10,
2023-04-06,78970,7000.11,2015-05-22,
2023-05-28,18410,6336.63,2020-12-02,
2023-08-18,9783,3992.26,2018-11-15,
2023-09-14,69650,9623.91,2018-03-29,
2023-09-24,19468,5559.51,2021-03-02,
2023-04-22,22087,6689.31,2022-07-25,
2023-11-09,96442,6850.5,2021-11-28,
2023-01-07,88868,1904.79,2018-12-19,
2023-12-04,12512,9434.45,2017-03-10,
2023-03-17,77447,2224.65,2022-07-28,
2023-06-15,54203,1236.48,2020-07-25,
2023-01-06,84504,4848.56,2018-01-23,
2023-04-23,62504,6831.12,2018-12-04,
2023-04-10,51893,2760.56,2015-02-05,
2023-02-22,94056,3962.36,2016-11-08,
2023-07-15,13107,3803.56,2017-03-28,2023-01-12
2023-10-07,14374,8678.22,2018-01-07,2024-01-01
2023-04-19,35128,529.23,2021-08-18,
2023-05-10,59392,4125.22,2016-02-08,
2023-04-17,87498,2507.94,2020-05-28,
2023-09-11,11844,8533.81,2019-09-02,
2023-11-30,6552,1135.12,2017-04-07,
2023-12-02,10094,7259.06,2016-06-09,
2023-07-16,58545,2699.25,2022-01-14,
2023-04-07,30745,9937.51,2015-06-28,
2023-01-01,94358,5331.59,2015-10-06,
2023-07-22,2826,5510.97,2022-04-05,
2023-02-10,58457,7496.55,2015-02-28,
2023-09-07,77771,6469.43,2016-11-27,
2023-07-16,34348,8305.7,2016-09-02,
2023-10-10,13347,290.64,2021-08-25,
2023-01-16,25786,8880.75,2017-09-18,
2023-12-30,79974,3434.71,2016-03-23,
2023-02-04,44893,4277.61,2018-09-06,2023-09-23
2023-09-11,97971,320.93,2016-04-09,
2023-04-09,3166,6942.62,2022-01-30,
2023-03-13,55016,3583.33,2022-06-05,
2023-04-09,43633,6427.74,2016-04-22,
2023-04-19,52054,9655.89,2022-07-07,2023-11-22
2023-05-31,88900,7194.58,2019-03-03,
2023-11-26,23489,3852.86,2020-12-30,
2023-02-02,84022,4373.25,2018-10-13,
2023-11-07,97878,9465.58,2016-01-15,
2023-12-18,16260,8144.53,2017-09-24,
2023-07-27,33733,797.18,2017-08-20,
2023-05-09,86169,4076.0,2022-01-14,
2023-05-14,76437,965.38,2020-11-23,
2023-12-18,557,5729.36,2015-01-25,
2023-11-20,46655,2829.07,2021-01-31,
2023-10-14,9820,4176.08,2015-05-11,
2023-07-16,20724,8469.24,2021-01-22,
2023-04-30,13924,5965.13,2019-08-31,
2023-05-25,82267,1360.03,2019-05-19,
2023-11-09,8410,6050.27,2020-02-07,2023-01-06
2023-05-26,36279,1805.45,2017-06-19,
2023-05-15,596,938.51,2019-02-02,
2023-03-09,47510,8260.2,2022-05-10,
2023-02-14,66346,5923.14,2016-11-17,
2023-09-01,89473,6777.0,2017-12-09,
2023-08-12,13557,1687.76,2022-06-03,
2023-11-08,514,8623.98,2017-03-20,
2023-11-25,36553,1285.13,2016-07-21,
2023-04-19,39339,7565.75,2022-03-23,
2023-07-29,54820,3227.6,2018-06-11,
2023-04-25,89190,5018.73,2018-05-08,
2023-02-03,98453,8224.33,2016-06-07,
2023-04-22,91951,3413.52,2019-07-01,
2023-05-25,95819,7839.44,2020-01-07,
2023-07-21,35325,1495.32,2015-02-27,
2023-10-10,7062,3770.65,2019-12-30,
2023-03-29,43910,941.63,2019-03-10,
2023-09-05,34123,7397.67,2020-11-28,
2023-02-27,22874,131.68,2021-10-25,2023-02-06
2023-08-13,58277,8441.09,2020-01-01,
2023-08-18,90007,5894.56,2021-10-09,
2023-02-04,78397,9202.97,2021-02-18,
2023-07-22,85006,9982.62,2019-08-23,
2023-12-21,33802,7488.47,2019-07-07,
2023-02-01,4306,5047.2,2015-12-22,
2023-07-02,43691,9841.45,2022-04-09,
2023-01-05,66567,8364.89,2022-08-11,
2023-04-30,83634,3135.28,2021-08-16,
2023-07-30,20282,2940.56,2018-12-04,2023-01-19
2023-08-25,35373,6246.94,2019-02-27,
2023-11-25,85122,8062.33,2015-05-08,
2023-02-20,69461,8909.63,2017-10-30,
2023-11-18,98735,6754.19,2016-03-12,
2023-08-28,3410,3298.83,2019-03-27,2023-05-24
2023-07-30,75324,4215.18,2021-04-02,
2023-02-28,84007,876.34,2018-04-19,2023-10-12
2023-07-07,60102,4850.89,2022-01-07,
2023-12-19,36984,5932.69,2022-09-18,
2023-04-16,98718,5143.08,2017-09-18,
2023-08-29,85423,6156.78,2017-09-08,
2023-12-25,90299,6747.74,2017-08-26,
2023-01-02,57792,6575.07,2021-07-20,
2023-09-27,87655,6297.82,2020-04-22,
2023-01-13,64817,6915.68,2015-05-04,
2023-10-07,12204,3323.87,2021-10-11,
2023-11-02,63879,1616.86,2019-02-08,
2023-02-10,98924,6629.04,2020-07-20,
2023-05-25,50702,3519.62,2018-01-06,
2023-11-09,27770,8751.66,2018-05-31,
2023-10-14,85985,1271.33,2017-03-14,
2023-11-29,90685,5252.24,2022-12-23,
2023-07-09,80786,5345.38,2018-09-10,
2023-01-30,59300,7270.93,2018-05-20,2023-08-07
2023-05-13,35966,874.42,2020-04-29,
2023-07-21,4943,1189.78,2020-02-04,
2023-08-27,71976,4053.28,2018-06-23,2023-08-24
2023-06-30,90837,3886.69,2019-09-18,2023-03-15
2023-03-05,57344,259.53,2016-08-20,
2023-09-30,57257,673.05,2018-01-19,
2023-10-10,39913,1744.37,2021-03-03,
2023-12-27,8288,6367.78,2018-12-03,
2023-08-22,3639,2478.27,2019-01-26,
2023-07-17,63415,9426.33,2022-11-18,
2023-04-24,3863,5066.38,2020-09-21,
2023-02-01,16571,5242.76,2018-04-26,
2023-08-30,37731,4398.47,2019-06-24,
2023-04-06,96062,5034.18,2019-11-12,
2023-06-03,529,225.36,2016-11-02,
2023-03-31,76546,2465.66,2017-10-31,
2023-01-10,88173,5536.72,2019-02-09,
2023-08-21,42046,2187.33,2017-07-05,
2023-12-27,12336,4716.01,2022-04-02,2023-09-30
2023-09-16,56649,2240.56,2021-01-26,2023-07-20
2023-02-26,32145,1799.11,2019-01-14,2023-12-19
2023-11-29,81995,2869.82,2015-01-13,
2023-05-24,97279,485.73,2019-07-21,
2023-07-21,55890,8518.87,2016-02-13,
2023-04-22,88817,9361.89,2020-10-14,
2023-05-17,60439,7779.59,2022-09-06,
2023-06-14,59242,3118.8,2019-08-19,
2023-10-26,69342,9492.23,2015-12-31,
2023-04-07,31683,4393.92,2019-02-02,
2023-09-06,70735,6133.9,2021-12-25,
2023-11-16,45192,4410.46,2022-11-14,2023-08-30
2023-12-30,87581,3728.93,2022-07-22,
2023-09-03,31609,2653.02,2022-08-11,
2023-05-29,78810,4032.95,2015-06-23,
2023-11-24,11312,5289.71,2015-09-27,2023-07-17
2023-12-16,32031,396.32,2016-09-23,
2023-10-26,80466,7181.32,2019-08-28,
2023-12-29,29532,7816.09,2019-08-21,
2023-08-08,81884,8342.57,2016-04-13,
2023-12-22,55139,8952.14,2019-05-19,
2023-05-12,60176,6185.44,2016-03-24,
2023-08-28,76513,3508.65,2019-05-14,
2023-04-04,64850,191.16,2019-11-27,
2023-01-27,54550,2185.06,2022-03-15,
2023-06-19,87098,2139.41,2017-05-06,
2023-04-21,49935,8801.33,2018-08-14,
2023-08-25,41844,8379.3,2021-02-06,
2023-03-19,51214,2357.79,2017-07-20,
2023-12-05,10899,3755.65,2020-03-06,
2023-03-04,89231,5480.92,2020-11-28,2023-06-14
2023-10-06,43191,5358.8,2020-12-10,
2023-04-25,81243,3989.03,2017-05-31,
2023-04-07,11824,4121.19,2018-06-19,
2023-07-27,24815,296.12,2022-06-13,
2023-01-07,98033,2026.06,2017-01-22,
2023-10-19,75622,9802.67,2018-10-02,2023-04-22
2023-01-15,84746,6628.41,2020-04-09,
2023-09-03,55243,3989.54,2016-09-26,
2023-07-26,98737,4811.35,2019-05-03,
2023-08-22,50873,403.92,2020-08-26,
2023-04-10,29685,6747.16,2015-02-24,
2023-05-26,3831,4722.59,2020-05-01,
2023-09-17,92347,3604.05,2021-07-24,
2023-09-04,86027,7154.45,2017-03-10,
2023-11-07,47305,2057.05,2020-10-25,
2023-01-27,13157,4466.79,2022-04-20,
2023-11-30,5796,432.08,2015-05-12,
2023-03-15,50228,3528.49,2015-02-26,
2023-05-02,15925,106.32,2019-12-11,
2023-06-04,21385,6021.18,2017-04-13,
2023-10-21,55572,1875.94,2018-01-10,
2023-08-25,76386,2687.74,2015-07-23,
2023-09-22,23086,8331.05,2019-07-01,
2023-08-21,17294,4732.25,2018-08-08,
2023-04-01,7990,534.81,2020-04-24,
2023-02-03,27490,4728.21,2020-09-03,
2023-09-02,96397,6761.89,2018-03-15,
2023-02-04,48501,9729.37,2020-05-02,
2023-09-12,98506,3781.23,2017-04-05,
2023-11-17,92016,6926.02,2017-02-27,
2023-05-07,72727,8749.56,2015-10-24,
2023-07-09,43628,4491.4,2019-08-28,
2023-04-05,11513,7948.6,2019-09-06,
2023-11-27,59616,8153.26,2019-02-26,
2023-05-04,89180,8662.0,2021-02-07,
2023-04-25,66460,4818.87,2021-07-27,
2023-10-16,96359,2358.97,2021-04-09,
2023-12-25,91832,9525.87,2016-09-27,2023-02-19
2023-01-20,79446,3800.3,2020-05-23,
2023-08-05,16776,2145.3,2016-04-07,
2023-08-14,74997,3160.99,2016-10-20,2023-04-06
2023-09-14,4317,8182.76,2015-07-21,
2023-09-15,48974,6982.51,2020-09-18,
2023-01-17,37319,9140.35,2019-03-28,
2023-09-25,19789,3942.65,2019-09-05,
2023-05-21,34407,6356.36,2016-02-25,
2023-05-03,53618,6986.16,2017-02-12,
2023-06-11,45996,9722.96,2018-06-13,
2023-01-29,53045,2534.94,2018-03-14,
2023-03-15,20418,8238.57,2020-08-19,
2023-07-08,12642,105.56,2018-05-04,
2023-11-26,58271,6307.61,2017-09-04,
2023-11-20,43445,2277.97,2022-12-13,
2023-02-05,50723,6000.53,2021-09-12,
2023-06-01,58051,5138.53,2015-08-18,
2023-11-25,8938,3091.4,2022-12-18,
2023-06-27,71819,9114.43,2018-02-27,2023-10-20
2023-04-20,73734,9710.93,2015-06-22,
2023-12-19,30494,5365.46,2022-08-05,
2023-07-26,26294,5020.03,2016-05-17,
2023-07-10,17655,3879.98,2021-07-28,
2023-08-20,87200,8519.41,2015-07-20,
2023-08-10,87245,4340.26,2017-11-22,
2023-12-09,90773,331.53,2016-11-25,
2023-08-13,93840,4841.65,2018-03-13,
2023-01-20,74146,1774.49,2018-09-29,
2023-07-06,72918,671.68,2019-11-14,
2023-09-06,61123,5448.37,2018-07-20,
2023-07-23,9081,2476.95,2016-05-04,
2023-12-10,62154,9474.22,2020-11-25,
2023-11-07,82969,1383.07,2021-09-08,
2023-04-16,15483,7280.9,2020-10-03,
2023-06-25,58172,4665.56,2022-08-06,
2023-10-30,34968,8063.47,2018-01-27,
2023-04-01,25354,8738.95,2015-10-19,
2023-03-16,28572,2345.6,2018-11-30,
2023-01-06,87921,5939.02,2019-03-19,
2023-02-19,77342,9781.07,2020-11-22,
2023-11-24,31568,1021.06,2019-01-30,
2023-10-12,67286,7860.77,2017-03-24,
2023-11-23,77981,9398.53,2021-10-01,
2023-01-29,48970,693.43,2018-04-26,
2023-12-04,89926,3946.9,2022-11-09,
2023-09-03,13207,7779.41,2020-07-07,2023-03-26
2023-01-12,84113,3681.72,2021-04-20,2023-09-11
2023-06-03,90175,7465.39,2017-10-23,
2023-07-13,35385,9896.53,2015-01-17,
2023-03-01,257,4879.25,2022-01-08,
2023-12-29,23192,5970.39,2021-10-31,
2023-07-11,26693,7884.16,2021-09-20,
2023-06-15,22722,4621.94,2020-02-04,
2023-06-26,68114,2553.31,2022-04-22,
2023-10-05,9588,4218.71,2015-04-08,
2023-12-24,25171,2840.97,2021-07-15,
2023-10-02,26497,3200.67,2016-06-17,
2023-08-09,27631,1667.77,2018-03-29,2023-06-09
2023-06-07,21973,6337.72,2020-04-27,
2023-07-30,61147,1744.78,2016-03-25,
2023-03-22,56158,1165.82,2017-11-06,
2023-09-28,84393,1328.63,2022-12-29,
2023-11-06,34300,1685.56,2022-11-25,2023-12-13
2023-03-08,33882,9451.93,2019-11-09,
2023-10-31,1368,9837.03,2021-07-22,
2023-08-03,93952,8193.32,2019-03-27,
2023-09-10,52390,3998.12,2018-03-17,
2023-05-29,25519,6772.06,2016-01-14,
2023-07-25,58577,9369.2,2016-05-08,
2023-09-07,29582,7451.88,2015-05-13,
2023-10-24,15388,1029.83,2022-02-16,
