DAY_ID,ACCOUNT_DIM_ID,OVERDRAFT_SPEND_AMT,EFF_DT,END_DT
2023-02-04,77033,2402.34,2021-07-28,
2023-06-12,60905,243.87,2018-10-07,
2023-09-12,4571,612.29,2020-04-18,
2023-04-20,2986,987.17,2016-01-09,
2023-08-17,62110,2308.34,2021-01-08,
2023-09-14,82540,2891.77,2015-10-21,
2023-07-05,25345,1303.32,2018-04-30,
2023-03-11,91458,817.47,2017-08-02,
2023-08-06,70706,185.43,2022-02-07,
2023-01-18,64914,2493.33,2022-11-21,
2023-08-24,19346,1628.97,2021-06-01,2023-01-07
2023-05-10,11263,1472.98,2016-10-16,
2023-07-17,44700,2929.81,2019-12-26,
2023-12-20,79165,759.63,2021-04-15,
2023-09-30,35345,2060.34,2016-04-16,2023-04-20
2023-10-31,27209,639.07,2020-09-18,
2023-10-12,21204,2160.52,2021-12-01,
2023-05-11,23006,2488.7,2018-12-20,
2023-12-25,3938,2442.67,2018-05-26,
2023-05-18,35727,669.19,2015-01-23,
2023-10-12,39034,151.88,2016-08-16,2023-10-26
2023-05-15,25929,1015.76,2021-08-07,
2023-12-29,85616,2479.68,2021-10-19,
2023-08-17,15518,1314.28,2022-09-22,
2023-08-09,75314,1018.4,2017-08-18,
2023-12-26,64566,781.39,2020-03-30,
2023-05-07,45344,2120.26,2022-02-09,2023-07-04
2023-07-03,94784,1386.76,2019-11-14,
2023-05-16,22432,425.25,2019-06-25,
2023-03-30,97977,1205.5,2016-07-06,
2023-04-18,14525,1730.97,2018-08-13,
2023-01-06,35676,807.49,2016-02-24,
2023-03-01,37452,1092.85,2016-07-18,
2023-05-14,67345,2227.63,2015-12-27,
2023-12-15,43995,1913.96,2018-04-14,
2023-10-21,14213,2622.14,2017-07-11,
2023-09-06,71053,703.06,2019-03-19,
2023-07-24,1002,1582.83,2015-02-14,
2023-12-12,30022,713.29,2020-12-26,2023-04-04
2023-08-21,12600,763.91,2017-01-02,
2023-07-06,54707,1880.91,2016-01-03,
2023-09-08,44705,2355.46,2021-01-13,
2023-01-18,54683,1172.23,2016-07-18,
2023-04-08,37989,2840.61,2019-03-11,
2023-01-07,70732,2111.11,2016-12-24,
2023-06-19,35689,252.7,2020-09-29,
2023-08-12,29838,587.13,2016-05-16,
2023-06-08,64818,2966.15,2022-08-13,
2023-03-12,94492,2928.71,2021-02-11,
2023-06-02,75631,2114.06,2022-11-13,
2023-01-04,12643,2623.11,2015-08-23,2023-07-07
2023-01-16,46763,735.06,2019-02-15,
2023-06-27,80016,1891.17,2020-06-22,
2023-02-15,37244,1832.61,2015-02-11,
2023-09-26,4116,1355.81,2017-06-01,2023-07-31
2023-11-08,33050,787.89,2020-07-28,
2023-09-29,23745,796.12,2018-11-21,
2023-05-24,24275,859.65,2015-01-10,
2023-10-14,11425,725.75,2016-04-21,
2023-09-21,74596,398.65,2015-06-27,
2023-05-30,15238,2995.75,2020-01-29,
2023-05-07,5494,1562.14,2018-10-01,
2023-12-22,22893,702.49,2015-06-08,
2023-04-19,50700,668.34,2022-08-12,
2023-10-13,31110,2406.37,2015-10-06,
2023-11-10,62360,544.33,2022-08-15,
2023-03-17,40703,109.08,2015-12-01,
2023-05-25,23496,324.7,2019-08-13,
2023-02-19,88876,1608.31,2022-11-14,
2023-09-01,19013,1230.37,2022-01-12,
2023-07-26,74173,2177.64,2018-03-10,
2023-02-23,23247,2316.91,2017-09-16,
2023-08-03,63071,1361.49,2018-09-30,
2023-04-13,84289,162.44,2021-08-06,2023-03-11
2023-01-10,6406,1860.26,2019-03-10,
2023-03-06,62797,1533.67,2015-04-09,
2023-08-16,13739,2906.05,2019-12-25,
2023-09-21,2848,958.17,2022-07-08,
2023-04-08,94445,1774.67,2020-12-10,
2023-04-15,74143,919.06,2021-10-15,
2023-04-10,50853,1270.69,2016-03-05,
2023-01-05,77600,1523.46,2021-02-25,
2023-01-28,45154,1306.96,2019-09-17,
2023-06-30,35576,2242.79,2018-07-22,2023-06-27
2023-05-30,79620,959.29,2020-12-05,
2023-01-22,29815,2236.87,2022-05-17,
2023-09-26,28800,2122.92,2022-10-15,
2023-05-01,7751,2260.17,2016-09-25,
2023-06-29,68664,1725.17,2017-12-13,
2023-07-22,90219,2633.78,2021-05-16,
2023-09-20,44310,1597.84,2021-09-11,
2023-12-22,47952,1989.34,2021-06-15,
2023-10-07,56708,1323.58,2021-02-05,
2023-08-08,73880,2793.42,2015-02-12,
2023-01-08,59890,389.49,2016-07-28,
2023-10-07,14423,603.27,2022-03-07,
2023-04-25,58181,2357.02,2019-06-23,
2023-06-08,81325,698.35,2016-01-27,
2023-10-09,71859,2514.57,2019-03-03,
2023-12-19,32252,1421.34,2017-07-10,2023-12-13
2023-01-31,72553,2855.32,2021-08-16,
2023-06-04,25459,2123.85,2018-04-23,
2023-10-21,53970,1574.3,2018-08-15,
2023-06-22,99320,2166.46,2019-07-31,
2023-04-12,96798,1703.44,2021-03-12,
2023-03-21,99620,2028.8,2019-03-05,
2023-06-23,67815,1343.16,2022-11-19,2023-12-07
2023-01-24,32033,2047.53,2022-10-27,
2023-11-19,93267,847.21,2016-02-08,
2023-06-24,55878,1809.26,2021-06-15,
2023-01-25,36901,1556.39,2018-02-16,
2023-09-18,64511,2675.11,2019-12-26,
2023-08-23,17904,852.94,2017-12-11,
2023-03-05,3581,333.62,2018-02-21,
2023-09-13,35717,191.74,2018-10-25,
2023-09-19,27895,835.15,2021-09-07,
2023-04-07,56776,1883.47,2021-05-24,
2023-06-14,70463,2070.27,2017-07-29,
2023-11-22,36291,2207.76,2019-10-05,
2023-01-08,53147,2011.4,2018-09-05,
2023-04-04,73581,1439.5,2018-03-17,2023-10-03
2023-04-07,51658,212.5,2018-12-05,
2023-07-05,89713,1145.49,2016-01-14,
2023-01-09,65832,516.22,2021-11-22,
2023-08-04,67461,1994.79,2020-01-15,
2023-02-23,35727,242.42,2019-08-30,
2023-05-20,62138,1141.38,2021-11-02,
2023-03-17,22757,1836.73,2021-01-06,
2023-02-05,91377,1516.38,2015-05-04,
2023-07-26,95243,478.55,2020-04-27,
2023-10-21,75980,665.57,2017-05-13,
2023-02-17,9564,2098.07,2018-07-16,
2023-02-13,26660,1688.49,2016-12-12,
2023-01-25,59917,1128.55,2021-03-28,2023-06-26
2023-01-15,38929,682.39,2021-12-20,
2023-10-21,31798,1175.33,2018-02-25,
2023-02-14,39536,618.86,2016-06-25,
2023-07-25,50659,624.32,2021-12-24,
2023-05-31,74881,865.01,2018-07-01,
2023-03-12,73713,767.3,2017-12-02,
2023-01-01,84875,1267.19,2016-07-31,
2023-01-02,76909,2220.76,2016-03-30,
2023-07-24,38456,2906.24,2019-07-03,2023-03-28
2023-04-04,3999,853.78,2017-04-10,
2023-02-24,79925,1521.14,2017-08-28,
2023-02-09,22175,2729.63,2020-01-18,
2023-04-07,87328,1484.19,2019-09-23,
2023-08-31,43100,1747.03,2020-02-22,
2023-12-11,72995,2738.38,2018-05-26,
2023-01-31,37221,1630.19,2019-05-05,
2023-05-15,97487,660.67,2018-09-23,
2023-07-29,22095,1784.6,2020-11-25,
2023-12-23,98456,2308.41,2015-11-29,
2023-01-21,94512,1247.1,2022-10-24,
2023-01-12,22730,17.25,2020-05-28,
2023-03-20,61528,2746.12,2018-01-17,
2023-10-21,59013,1004.58,2018-12-09,
2023-10-11,61897,608.09,2020-02-01,
2023-12-10,76151,614.9,2019-07-22,2023-04-03
2023-04-15,23245,2807.01,2016-11-28,2023-07-05
2023-05-23,54875,1349.46,2017-03-17,
2023-02-25,88133,660.27,2018-11-04,
2023-10-11,31834,1437.24,2022-12-10,
2023-05-27,74592,350.21,2018-04-16,
2023-12-28,85951,557.12,2019-08-27,
2023-09-02,22306,2267.4,2019-06-26,2023-10-17
2023-08-15,85289,2419.26,2017-01-01,
2023-04-09,89250,1483.34,2015-08-26,
2023-05-23,77043,2244.22,2020-04-06,
2023-03-19,23762,175.0,2017-11-21,
2023-04-29,72505,923.51,2016-06-28,2023-09-13
2023-07-19,96246,2139.37,2018-08-07,
2023-07-19,85574,602.46,2022-07-29,
2023-10-08,2198,413.16,2018-02-25,2023-10-18
2023-08-29,8239,1004.35,2015-02-22,
2023-09-10,37542,335.89,2019-08-02,
2023-04-15,25349,1453.88,2017-12-01,2023-09-16
2023-12-26,86148,1701.91,2018-10-06,
2023-06-27,83640,679.48,2021-10-23,
2023-03-05,39247,440.19,2019-04-26,
2023-02-05,73065,1403.22,2021-04-27,
2023-03-24,12609,2224.69,2020-04-14,
2023-08-21,43412,193.15,2018-06-24,
2023-02-28,35504,2935.69,2018-01-30,
2023-05-08,86510,343.99,2021-05-13,
2023-09-06,109,899.7,2018-10-29,
2023-05-12,57205,2185.64,2018-10-17,
2023-02-27,52603,2441.79,2021-07-29,2023-04-06
2023-12-31,26284,671.38,2021-08-05,
2023-03-26,8572,200.89,2016-09-10,
2023-05-07,42234,510.39,2021-10-11,
2023-01-24,14239,1473.34,2018-06-20,
2023-08-03,39927,640.95,2021-07-14,
2023-11-14,85373,1755.39,2021-08-09,
2023-11-03,56266,2482.77,2020-11-18,
2023-07-26,57707,1078.63,2022-04-04,
2023-01-28,18296,2082.43,2020-04-20,
2023-07-10,35820,1304.14,2022-11-19,
2023-07-14,81185,2393.7,2015-01-16,
2023-01-02,91718,2300.31,2021-06-16,
2023-08-13,34600,1476.12,2019-11-01,
2023-12-13,89960,2517.56,2019-04-21,
2023-01-18,55696,1008.81,2016-07-06,
2023-04-02,28261,1591.93,2016-05-26,
2023-04-03,17719,1827.42,2016-05-03,
2023-04-30,91472,670.95,2016-04-06,
2023-02-12,37034,2996.07,2021-10-12,
2023-10-01,67470,2473.98,2016-02-10,
2023-07-30,56832,711.34,2018-01-02,
2023-06-01,6056,2538.64,2016-07-21,
2023-05-13,47364,903.17,2019-09-01,2023-05-16
2023-06-26,97019,16.65,2021-12-10,
2023-08-07,24399,2698.3,2016-04-30,
2023-12-21,89382,619.77,2021-10-09,
2023-08-29,37488,387.86,2015-08-21,
2023-02-22,17321,1076.14,2019-11-08,
2023-01-06,9503,2502.98,2021-06-22,
2023-06-23,87413,193.6,2022-09-19,
2023-12-05,18459,378.38,2018-09-09,
2023-01-27,42114,1430.42,2020-11-03,
2023-09-29,69088,2694.24,2019-06-14,
2023-11-02,22839,595.39,2018-12-09,
2023-12-12,24298,2753.72,2017-09-08,
2023-09-01,16807,1259.9,2015-05-07,
2023-05-20,94618,1636.94,2016-12-05,2023-04-02
2023-02-06,15230,439.26,2019-05-04,
2023-01-15,38548,1425.38,2020-11-23,
2023-12-04,19962,1315.89,2018-06-03,
2023-11-30,92049,2040.3,2022-08-11,
2023-07-12,84422,2677.1,2020-12-12,
2023-10-14,58008,1874.29,2019-03-15,
2023-04-30,54933,2626.93,2017-04-25,
2023-04-26,58717,1582.89,2017-08-15,
2023-01-06,21611,2982.32,2019-08-03,
2023-05-09,80930,2514.44,2020-03-17,
2023-12-23,32362,1920.8,2018-06-03,
2023-02-27,24212,1285.03,2016-12-19,
2023-11-15,99614,1749.57,2018-08-29,
2023-09-11,37433,1489.86,2021-01-09,
2023-10-16,65972,956.98,2017-10-26,2023-06-26
2023-08-15,36280,2058.0,2019-05-06,
2023-06-23,68202,257.91,2017-02-11,
2023-07-16,55040,1766.28,2021-07-20,
2023-01-18,61075,2481.3,2017-08-31,
2023-07-07,70273,1050.49,2015-07-28,
2023-11-06,82825,2810.91,2021-11-09,
2023-04-11,78997,2330.6,2018-10-27,
2023-10-25,72313,891.96,2016-01-13,
2023-01-02,32585,2923.03,2017-02-21,2023-08-22
2023-10-09,72740,1303.49,2015-04-14,
2023-08-29,42985,2464.6,2021-05-26,
2023-05-02,94522,1643.45,2016-10-14,
2023-07-08,78269,793.01,2020-07-03,
2023-09-13,74307,1641.44,2021-07-29,
2023-06-04,81800,1161.06,2022-04-25,2023-07-25
2023-07-18,77144,1167.3,2015-12-19,
2023-05-04,89944,0.66,2016-12-12,
2023-01-07,67662,803.59,2015-03-10,
2023-06-24,49926,1963.03,2019-07-05,
2023-02-02,83246,134.96,2018-05-20,
2023-12-21,49220,2661.47,2019-03-01,
2023-05-28,93096,1264.37,2019-08-11,
2023-08-14,98053,801.98,2017-09-20,
2023-04-29,20226,2715.24,2018-08-22,
2023-12-25,58519,2805.89,2017-04-12,
2023-02-09,87088,1696.47,2019-05-23,
2023-04-26,57914,183.67,2017-03-11,2023-03-10
2023-03-11,6940,692.4,2016-09-05,
2023-10-15,24715,2285.97,2018-07-27,
2023-08-13,24618,2256.85,2015-10-17,
2023-09-09,12527,1239.04,2016-11-15,
2023-12-23,63161,439.54,2016-06-05,
2023-06-13,50646,1186.34,2022-08-21,
2023-05-03,87194,409.48,2019-09-08,
2023-06-17,19212,2739.25,2022-08-27,
2023-10-05,28184,2985.81,2015-06-23,
2023-11-03,19100,825.01,2021-10-06,
2023-11-23,90094,877.11,2020-01-09,
2023-12-26,39830,775.8,2017-12-12,
2023-01-26,31586,588.54,2019-02-05,
2023-12-06,49915,2416.58,2021-04-16,
2023-12-29,37281,2930.78,2019-10-06,
2023-03-02,51004,2994.35,2019-06-20,2023-09-10
2023-04-21,11850,1445.15,2022-08-09,
2023-11-16,7303,2450.49,2017-03-15,
2023-03-29,81083,1715.01,2021-12-08,
2023-01-02,72403,787.34,2022-08-08,
2023-10-05,6322,1211.66,2020-05-27,
2023-03-09,73943,2673.86,2017-11-22,
2023-07-23,36626,2586.07,2016-03-01,
2023-03-03,99361,2354.85,2019-10-21,
2023-07-30,92568,1490.47,2020-09-26,
2023-11-30,99814,2081.46,2021-04-18,
2023-09-02,67326,1964.68,2018-04-16,
2023-12-08,38747,247.75,2017-09-25,
2023-03-19,75190,2253.59,2015-12-05,2023-05-03
2023-08-31,14071,1135.93,2022-08-24,
2023-04-01,8809,2937.12,2017-04-07,
2023-08-03,41575,2816.37,2022-01-20,
2023-08-09,76438,676.43,2015-08-25,
2023-05-17,36859,36.54,2022-11-24,
2023-10-27,67782,258.8,2017-03-17,
2023-03-05,13079,2144.47,2019-02-09,2023-11-16
2023-03-19,30741,742.36,2015-10-02,
2023-01-26,58147,2065.95,2018-12-26,
2023-07-13,1955,2368.54,2016-03-30,
2023-12-01,41393,1777.4,2022-10-25,
2023-08-28,51811,1443.54,2022-11-16,
2023-08-01,11356,2675.95,2017-10-01,
2023-06-20,49789,1048.92,2018-05-08,
2023-02-19,22792,1861.28,2022-07-07,
2023-12-10,86471,318.12,2017-05-08,
2023-09-08,64260,1870.44,2022-05-02,
2023-11-13,84676,2458.75,2015-02-05,
2023-08-30,68372,1749.17,2016-12-03,
2023-03-20,76269,1841.68,2015-12-25,
2023-06-19,99267,2099.23,2020-01-01,
2023-09-03,4428,2765.52,2022-08-12,
2023-10-17,54855,1200.5,2021-07-26,
2023-06-09,55939,1706.05,2020-09-18,
2023-04-06,31135,783.73,2017-03-07,2023-05-26
2023-08-18,71575,2086.05,2016-08-15,
2023-11-13,71065,2283.4,2021-03-07,
2023-12-05,80545,2888.96,2021-07-27,
2023-08-15,41112,1256.24,2016-04-01,
2023-12-27,26188,1861.65,2020-07-13,
2023-08-29,92796,18.12,2016-05-18,
2023-01-23,98228,1306.57,2019-03-18,
2023-05-26,11974,2550.96,2022-01-11,
2023-12-24,53710,1298.65,2018-01-22,
2023-11-02,83061,2476.36,2016-11-02,
2023-04-01,84679,2572.07,2016-03-02,
2023-05-04,62002,996.49,2020-12-10,
2023-08-03,70936,2981.83,2021-09-02,
2023-10-02,72739,926.38,2020-02-08,
2023-12-20,76482,1217.42,2019-06-06,
2023-02-25,66187,1845.3,2015-09-26,
2023-07-26,14656,683.88,2015-04-23,
2023-05-27,43285,2607.13,2015-02-09,2023-04-25
2023-07-09,45056,1227.04,2021-05-18,
2023-10-28,70142,2846.19,2016-05-13,
2023-12-20,7012,1424.5,2021-06-09,
2023-11-18,25473,2753.75,2015-12-07,
2023-04-10,79943,1106.29,2015-02-15,
2023-09-13,10703,2722.41,2018-08-04,
2023-01-17,15040,967.43,2016-04-23,
2023-08-28,74717,212.75,2017-06-25,
2023-02-17,8195,767.35,2016-12-12,
2023-08-06,8223,267.61,2015-08-07,
2023-08-22,53218,2784.42,2016-12-03,
2023-09-17,18596,2006.78,2020-09-04,
2023-04-17,51665,2900.42,2018-12-21,
2023-07-05,30698,2990.9,2017-05-27,
2023-08-20,2145,2365.91,2016-05-20,
2023-08-30,23046,894.97,2017-01-25,
2023-07-13,67423,95.4,2018-07-19,
2023-05-26,26151,277.18,2017-06-01,
2023-09-24,23299,609.7,2017-12-12,
2023-05-19,35330,1381.89,2016-07-20,2023-12-06
2023-06-22,58957,2288.11,2018-05-17,
2023-12-31,61323,2126.63,2016-12-02,
2023-11-15,21265,2757.31,2015-11-01,
2023-09-04,82661,1311.74,2016-09-19,
2023-03-12,81235,421.82,2017-12-30,
2023-11-13,4427,2978.41,2021-11-06,
2023-10-26,22862,1933.31,2019-09-09,
2023-08-20,51668,1125.62,2022-06-07,
2023-06-20,57146,806.93,2022-06-06,
2023-11-04,3365,503.75,2021-08-31,
2023-10-26,71591,1352.17,2016-12-19,
2023-05-01,44376,1253.96,2020-04-06,
2023-03-16,67304,1406.83,2015-12-10,
2023-09-02,43930,1890.94,2016-03-09,
2023-10-03,21369,1705.55,2019-11-15,
2023-08-01,19145,634.71,2021-01-07,
2023-11-07,99249,2574.63,2017-02-03,
2023-07-19,59746,1439.44,2016-06-28,2023-08-05
2023-02-12,3012,1104.39,2020-08-27,
2023-08-04,94568,186.25,2021-03-28,2023-12-30
2023-06-29,98191,2853.04,2016-04-03,
2023-11-14,89443,1711.77,2019-11-22,2023-11-16
2023-01-07,89477,945.91,2019-10-21,
2023-04-23,63380,691.21,2017-04-30,
2023-04-17,82348,2575.2,2021-01-29,
2023-06-05,76375,2019.73,2016-10-03,
2023-05-30,23996,492.37,2018-08-22,
2023-03-04,90880,2082.45,2018-11-19,
2023-06-18,65024,1012.65,2021-02-19,
2023-02-26,27192,295.66,2015-07-28,
2023-02-13,26668,1259.52,2019-01-02,
2023-01-09,71126,1898.06,2015-08-26,
2023-09-07,82664,839.92,2015-12-03,
2023-10-12,76561,692.94,2017-12-14,
2023-03-23,64166,1945.78,2020-12-02,
2023-09-08,59181,2638.26,2017-10-16,2023-04-05
2023-04-14,37342,1765.28,2018-05-23,
2023-02-25,57709,2880.92,2016-05-29,
2023-11-09,93961,1724.12,2018-11-20,
2023-12-20,51917,567.72,2015-10-05,
2023-02-04,26183,420.51,2022-09-25,
2023-03-11,21131,2297.65,2021-12-31,
2023-02-19,5954,604.88,2017-04-21,
2023-07-11,49265,100.17,2018-09-02,
2023-04-19,24822,2207.35,2020-03-07,
2023-02-15,50030,546.2,2016-07-08,2023-01-06
2023-03-11,39609,2405.41,2016-12-06,
2023-02-12,90018,2038.16,2021-04-30,
2023-11-12,33770,2059.94,2017-10-05,
2023-04-10,5998,1757.85,2021-11-06,
2023-08-18,79411,817.29,2021-05-29,
2023-07-11,7314,1204.94,2021-08-29,
2023-10-17,8977,2067.61,2019-12-13,
2023-11-19,99749,1358.11,2017-03-30,
2023-12-09,26341,1058.4,2015-05-05,2023-12-19
2023-04-03,66391,1109.37,2018-12-02,
2023-09-28,23569,1846.22,2016-03-31,
2023-05-07,23079,2155.08,2022-02-10,
2023-11-12,32442,239.05,2018-04-12,
2023-04-11,80454,679.32,2020-05-31,
2023-12-11,50615,2449.29,2022-12-10,
2023-01-22,48520,2133.91,2020-05-21,
2023-11-10,40170,963.75,2017-08-26,
2023-09-29,26430,810.32,2016-08-13,
2023-06-23,46190,1005.0,2017-07-28,
2023-10-29,80116,1059.46,2016-08-02,
2023-08-15,45052,1625.78,2016-02-18,
2023-07-02,4755,2344.44,2021-02-16,2023-01-07
2023-12-29,69956,1324.23,2017-02-22,2023-07-12
2023-07-23,88499,1484.27,2022-01-17,2023-01-05
2023-05-15,91081,218.83,2022-03-19,
2023-07-27,93814,2036.79,2015-04-13,
2023-03-02,24664,2626.56,2022-12-20,
2023-04-16,26422,129.98,2016-02-08,
2023-11-16,61288,980.43,2021-11-14,
2023-09-30,59874,723.02,2022-09-21,2023-05-15
2023-04-25,39451,2941.21,2017-06-12,
2023-10-01,49569,612.62,2019-02-10,
2023-07-01,48342,2943.62,2016-02-06,
2023-08-10,8671,2452.05,2016-12-05,
2023-12-10,65318,124.31,2021-02-17,
2023-06-13,22146,1952.04,2015-08-29,2023-02-01
2023-03-23,8315,2492.68,2018-04-13,
2023-08-26,55517,1688.34,2020-10-17,
2023-02-12,62437,2167.32,2021-06-08,
2023-09-30,62142,1581.31,2016-06-11,
2023-05-03,93131,951.89,2017-06-24,
2023-08-16,91328,1489.04,2022-02-08,
2023-01-04,36989,70.28,2020-02-16,
2023-05-25,91874,1418.61,2022-02-13,
2023-10-10,66164,2079.2,2021-09-20,2023-04-06
2023-12-13,61025,923.82,2016-08-28,
2023-12-10,86451,2315.16,2019-08-05,
2023-09-23,90309,39.79,2022-06-03,
2023-08-10,95321,1545.94,2021-10-06,
2023-08-28,62858,1831.91,2015-07-09,
2023-03-17,60816,167.53,2019-05-29,
2023-01-21,99159,479.51,2016-11-19,
2023-05-18,77201,106.43,2021-12-08,
2023-12-22,35332,1503.69,2015-12-14,
2023-12-23,92153,2970.54,2022-10-05,
2023-01-16,91550,2898.57,2020-07-18,
2023-01-28,92120,1559.24,2021-09-09,
2023-01-15,98961,1197.33,2017-03-23,
2023-10-19,64882,439.13,2017-05-20,
2023-10-31,41348,2431.02,2016-07-02,
2023-08-28,56505,2966.89,2020-12-05,
2023-05-11,91193,2579.63,2021-07-23,
2023-03-08,18175,2910.28,2018-11-02,
2023-08-18,53751,1611.99,2018-01-29,
2023-03-12,94891,1151.74,2016-08-21,
2023-04-26,21591,1567.93,2016-11-02,
2023-11-26,56207,2019.8,2018-06-07,
2023-01-31,54973,1496.55,2020-04-25,
2023-11-25,42971,2504.95,2021-05-03,
2023-08-06,44618,10.67,2016-06-13,
2023-03-02,44188,607.05,2018-08-06,
2023-06-24,69516,2989.59,2015-04-05,
2023-07-25,14380,887.76,2015-03-14,
2023-12-30,54827,1806.02,2018-01-16,
2023-11-30,59157,2051.01,2016-08-02,
2023-03-27,30228,1123.27,2022-01-18,
2023-07-02,24609,695.26,2015-04-22,2023-08-18
2023-05-20,81020,2200.34,2020-09-26,2023-01-13
2023-01-10,14303,854.8,2015-01-24,
2023-04-24,67559,2575.77,2019-07-30,
2023-01-03,68819,682.44,2017-11-08,2023-06-10
2023-10-31,69756,2528.51,2019-09-27,
2023-04-05,56833,53.03,2018-03-24,
2023-04-09,14624,305.02,2022-03-19,
2023-04-20,4712,1354.44,2019-05-12,
2023-07-06,71304,2777.09,2018-10-30,
2023-12-08,42058,1766.66,2019-04-27,
2023-04-01,86162,341.56,2017-08-12,
2023-09-03,81828,593.86,2017-12-07,
2023-08-09,50979,2999.79,2019-08-14,
2023-12-18,56089,2242.16,2016-08-20,
2023-04-09,62184,557.22,2018-04-21,
2023-12-17,5724,2994.88,2016-07-14,
2023-06-07,54737,448.57,2015-06-20,
2023-03-07,96738,2090.05,2018-08-01,
2023-05-11,57343,2053.56,2022-03-01,
2023-04-15,50580,2917.98,2021-05-22,
2023-12-23,47883,2893.86,2022-07-16,2023-08-27
2023-07-09,87708,2238.35,2016-06-14,
2023-09-30,29443,2969.77,2018-08-10,
2023-02-17,10708,208.32,2021-11-20,
2023-11-15,15423,1700.09,2021-02-28,
2023-06-01,34848,1915.66,2015-08-09,2023-12-25
2023-10-15,55554,1849.93,2020-06-26,
2023-07-09,1064,859.03,2019-09-25,
2023-03-26,94049,1565.12,2020-06-18,
2023-11-05,69601,261.8,2018-06-23,
2023-12-06,62163,2648.77,2018-04-02,
2023-01-24,6905,1274.26,2017-07-10,
2023-07-10,36838,2298.67,2019-09-17,
2023-04-10,24552,2644.13,2021-03-04,
2023-08-31,62295,99.46,2021-01-05,
2023-01-25,24379,1442.9,2016-03-30,
2023-11-23,73506,934.94,2016-09-06,
2023-01-18,30062,1.27,2021-04-04,2023-10-22
2023-02-02,53215,1980.98,2017-06-12,
2023-10-10,53085,78.87,2019-01-11,
2023-11-16,49181,2054.6,2019-11-22,
2023-01-26,83819,2345.14,2021-03-01,
2023-02-23,39216,81.19,2019-04-30,
2023-06-08,70,2044.62,2017-08-08,
2023-10-06,56235,1520.69,2020-01-02,
2023-02-07,84540,1634.16,2020-11-07,
2023-05-14,84189,722.86,2017-11-27,
2023-12-31,88179,2842.25,2016-08-21,
2023-06-24,15806,7.35,2019-05-22,
2023-12-16,76516,2833.85,2016-12-20,
2023-11-21,60879,861.82,2020-11-18,
2023-02-27,59453,1226.43,2020-10-09,
2023-02-05,88626,1514.96,2018-07-31,
2023-10-03,98313,1327.38,2015-06-30,
2023-07-02,20670,1399.69,2017-05-28,
2023-04-11,47749,2636.72,2021-05-25,
2023-08-21,28156,154.48,2019-12-21,
2023-08-05,52311,1193.42,2016-08-30,
2023-01-20,73934,1152.92,2020-01-28,
2023-09-03,76614,2725.35,2020-06-24,
2023-07-27,20121,1948.21,2020-05-29,
2023-06-15,85423,2797.91,2020-06-19,
2023-05-17,99783,1321.81,2017-10-28,
2023-06-28,23477,2381.27,2022-05-02,
2023-07-21,95616,2157.94,2020-01-27,
2023-10-09,62485,1853.4,2017-12-07,
2023-03-03,19951,2329.95,2017-07-24,
2023-06-05,50642,1275.62,2021-02-03,
2023-12-26,82194,927.48,2019-04-26,
2023-06-07,17285,2332.86,2021-11-30,
2023-08-23,71486,1191.38,2021-05-04,
2023-03-11,11745,2797.12,2017-09-02,
2023-01-12,48567,889.03,2018-01-14,
2023-09-24,14876,1049.32,2015-10-08,
2023-02-25,59155,2801.64,2022-10-06,
2023-01-01,12582,2394.79,2018-10-09,
2023-10-27,51741,2269.62,2016-10-19,
2023-05-30,94762,1305.86,2016-04-20,
2023-11-30,56388,2977.06,2022-03-01,
2023-06-02,6321,656.36,2017-05-18,
2023-11-02,12892,89.37,2015-05-01,2023-11-06
2023-03-03,80342,688.25,2015-09-20,
2023-10-10,15063,1861.73,2022-05-28,
2023-01-09,70184,2794.44,2018-03-22,
2023-10-24,73915,400.07,2022-07-11,
2023-07-21,11256,2016.44,2017-01-20,
2023-04-04,45924,61.98,2017-12-10,
2023-11-23,58137,2359.07,2022-12-24,
2023-03-16,62702,2162.45,2021-02-11,
2023-11-28,46848,2659.66,2021-05-30,
2023-06-03,93907,548.13,2021-08-27,
2023-09-23,50107,2905.35,2017-07-16,
2023-01-14,34750,2410.81,2015-02-02,
2023-11-10,74695,394.66,2019-11-28,2023-07-16
2023-12-04,65001,1011.38,2015-11-29,
2023-10-30,87376,137.74,2022-01-25,
2023-07-14,29003,867.06,2016-05-19,
2023-01-17,39839,1553.96,2015-12-03,
2023-08-27,27421,2363.61,2021-02-18,
2023-03-11,35751,126.07,2021-10-29,
2023-07-14,29054,1529.17,2021-03-01,
2023-11-13,57190,2444.66,2022-11-22,2023-07-13
2023-05-18,76954,921.02,2018-06-17,
2023-02-12,34818,1952.21,2015-02-17,
2023-05-19,63329,2645.83,2022-02-27,
2023-07-03,58144,1259.85,2020-07-06,
2023-02-02,28068,758.02,2021-10-12,2023-05-22
2023-07-31,48809,340.28,2018-12-13,
2023-06-16,59272,1885.2,2015-09-28,
2023-01-16,55860,1004.67,2019-09-29,
2023-06-20,68975,2719.8,2022-10-24,
2023-02-16,36056,575.12,2019-09-24,
2023-04-23,34754,776.33,2018-04-29,
2023-03-22,92722,1041.49,2020-08-03,2023-05-10
2023-03-11,23699,209.86,2021-07-07,
2023-05-12,26024,91.46,2017-02-16,
2023-10-24,45447,1652.34,2017-08-05,
2023-01-28,24368,837.04,2022-06-01,
