DAY_ID,CUSTOMER_DIM_ID,POLICY_ID,POLICY_BALANCE_AMT,POLICY_STATUS,INSURANCE_POLICY_CASE_SIZE,EFF_DT,END_DT
2023-10-09,44757,POL_37,30175.98,Active,25060.98,2016-01-03,
2023-05-02,15565,POL_80,44977.49,Active,12210.08,2018-07-04,
2023-12-29,14537,POL_52,9690.74,Active,37747.48,2020-07-11,
2023-11-24,16211,POL_91,38906.38,Active,21054.4,2019-07-17,2023-11-19
2023-10-08,48035,POL_71,6583.18,Active,11871.45,2021-11-15,
2023-05-17,21544,POL_53,23508.41,Active,20925.58,2015-07-03,
2023-08-31,26807,POL_29,7366.1,Expired,20739.81,2022-06-12,
2023-11-03,46855,POL_12,37906.33,Active,42001.46,2017-08-21,
2023-05-01,19813,POL_61,6153.76,Active,5285.8,2018-03-12,
2023-02-10,14376,POL_72,35393.96,Active,26493.41,2019-12-31,
2023-04-20,40360,POL_94,30581.79,Active,16077.37,2015-08-13,
2023-11-11,6882,POL_63,37118.56,Active,48243.9,2020-10-06,
2023-08-01,44606,POL_8,48126.73,Active,48017.98,2018-10-30,
2023-05-15,47045,POL_75,39389.68,Expired,13972.02,2017-01-23,
2023-05-07,28243,POL_77,6643.88,Expired,48383.5,2021-01-04,
2023-07-27,3902,POL_15,16449.57,Active,27157.61,2016-11-01,
2023-05-06,844,POL_4,47270.36,Active,6794.13,2019-02-19,
2023-03-17,27195,POL_88,8004.33,Active,44744.6,2022-05-31,
2023-12-13,12189,POL_47,17413.74,Active,30289.13,2018-11-16,
2023-04-06,24482,POL_44,8492.64,Active,9159.19,2018-09-03,
2023-10-01,1946,POL_18,29333.94,Active,20065.25,2020-11-08,
2023-06-09,48656,POL_77,32527.46,Active,23186.2,2018-12-31,
2023-12-04,22031,POL_42,33077.71,Active,10415.01,2020-10-07,
2023-11-06,21794,POL_68,16494.38,Active,12541.92,2017-09-13,
2023-12-16,24618,POL_68,40134.88,Expired,35789.63,2016-08-16,
2023-07-23,36589,POL_91,11013.14,Expired,6165.0,2015-07-18,2023-07-30
2023-09-04,41969,POL_24,25745.96,Expired,49210.69,2022-10-11,2023-11-24
2023-07-03,43287,POL_14,5030.98,Expired,40036.66,2017-05-25,
2023-07-26,33924,POL_75,45930.84,Expired,40075.76,2017-08-07,2023-01-11
2023-10-30,31993,POL_87,9486.19,Expired,12472.14,2022-08-10,
2023-11-24,48910,POL_21,18097.43,Active,11125.18,2020-09-15,
2023-07-17,49692,POL_57,10638.17,Active,10981.36,2015-01-05,
2023-11-19,10321,POL_7,27372.25,Expired,45058.0,2017-02-06,2024-01-01
2023-01-08,2925,POL_97,38362.87,Expired,8471.18,2021-07-01,
2023-01-03,18208,POL_20,49894.46,Expired,18446.72,2019-07-04,
2023-08-10,48597,POL_50,40236.53,Expired,26219.08,2019-10-23,
2023-07-14,11590,POL_11,32735.8,Expired,8853.95,2015-06-26,
2023-10-09,15261,POL_9,46071.79,Expired,18986.32,2022-12-25,
2023-11-14,41147,POL_84,13599.69,Expired,38901.9,2020-12-10,
2023-09-10,1130,POL_55,38439.68,Active,21147.29,2021-03-28,
2023-10-01,18803,POL_99,41259.46,Expired,8239.1,2015-05-30,2023-12-18
2023-05-06,1583,POL_95,23725.64,Expired,9225.56,2019-02-05,
2023-03-11,45660,POL_3,32546.43,Active,43286.11,2020-07-30,
2023-07-24,34887,POL_15,5285.53,Active,18349.87,2020-08-13,
2023-11-22,49108,POL_7,11643.07,Expired,34851.05,2018-11-21,2023-12-23
2023-01-23,7316,POL_11,23764.22,Expired,20377.71,2021-05-12,
2023-03-26,3639,POL_25,36421.4,Expired,20581.91,2022-05-26,
2023-04-23,29439,POL_85,22926.93,Expired,11758.55,2018-09-01,
2023-06-16,25257,POL_84,49011.03,Active,36901.61,2022-04-16,
2023-07-09,7370,POL_77,43102.61,Expired,49149.26,2017-12-19,
2023-05-21,20804,POL_15,19103.46,Active,36463.58,2018-03-15,2023-11-18
2023-11-14,13777,POL_23,7260.6,Expired,6781.0,2016-01-26,
2023-09-06,37784,POL_59,35622.36,Expired,11276.32,2016-09-12,
2023-06-05,30744,POL_56,33273.85,Expired,14297.14,2022-09-26,
2023-12-12,3109,POL_93,21655.92,Active,37767.72,2016-06-03,
2023-03-08,37377,POL_33,8719.82,Active,15377.57,2020-07-21,
2023-10-04,4501,POL_46,8619.01,Active,30278.79,2015-07-18,
2023-09-04,21020,POL_38,8352.55,Active,11995.68,2018-04-22,2023-07-13
2023-04-29,41390,POL_78,23425.34,Expired,46675.82,2019-06-17,2023-10-11
2023-04-14,24308,POL_49,33935.03,Expired,18975.99,2015-10-14,
2023-06-29,26887,POL_57,7029.78,Active,6740.16,2017-12-23,
2023-07-20,28471,POL_6,24523.17,Active,5541.52,2019-05-13,
2023-01-10,14081,POL_53,45655.19,Expired,41331.21,2020-03-30,
2023-05-29,23110,POL_64,5633.13,Active,27192.66,2018-10-11,
2023-07-26,21351,POL_30,38466.89,Active,27639.74,2021-06-18,
2023-04-11,9306,POL_42,23078.07,Active,40624.72,2016-01-21,
2023-09-07,2912,POL_43,37949.49,Active,39759.6,2015-07-17,
2023-09-06,3839,POL_28,15376.3,Active,10343.73,2017-02-09,
2023-08-17,5944,POL_39,38176.52,Active,23505.94,2016-05-27,
2023-10-08,24650,POL_59,33934.32,Active,44411.86,2015-11-14,
2023-07-04,41389,POL_13,21193.44,Expired,23739.23,2017-03-05,
2023-12-30,44928,POL_67,21237.6,Active,44964.61,2022-08-30,
2023-03-22,30874,POL_3,26779.52,Active,34428.97,2020-04-20,
2023-02-13,31349,POL_15,33761.72,Active,30628.97,2017-10-24,2023-04-07
2023-12-13,39651,POL_59,34899.58,Active,40456.87,2015-02-24,
2023-11-09,42220,POL_82,39213.3,Active,30652.85,2017-01-08,
2023-05-08,10373,POL_5,25164.2,Active,48220.57,2016-08-20,
2023-06-13,7476,POL_41,24042.76,Expired,48988.68,2019-05-10,2023-02-19
2023-12-11,18302,POL_95,31104.01,Active,31126.42,2022-09-16,
2023-10-02,41151,POL_58,45339.05,Expired,48751.39,2016-02-13,
2023-12-19,3885,POL_91,42154.14,Active,33368.04,2015-11-07,
2023-07-05,33414,POL_16,46713.34,Expired,40412.79,2019-07-12,
2023-01-09,5383,POL_94,22398.15,Active,32463.23,2018-03-25,
2023-02-24,10673,POL_95,40517.9,Expired,25243.51,2017-05-28,
2023-09-12,31354,POL_79,40243.73,Expired,42363.03,2019-06-09,
2023-11-27,12614,POL_9,20264.85,Expired,48252.38,2017-11-10,
2023-10-13,44386,POL_6,26931.23,Expired,27232.33,2022-07-20,
2023-10-15,4784,POL_46,5427.62,Active,22566.08,2022-07-16,
2023-04-03,25237,POL_16,16855.58,Active,23319.38,2015-10-18,
2023-05-02,46788,POL_88,27948.15,Active,38137.64,2022-02-24,
2023-10-29,43880,POL_47,25096.29,Expired,34931.75,2017-09-04,
2023-05-08,4765,POL_77,16257.8,Active,18029.91,2022-12-25,
2023-07-27,38409,POL_14,38683.0,Active,17661.53,2015-02-04,
2023-09-03,22801,POL_90,18841.1,Active,47226.45,2019-07-11,
2023-12-04,7033,POL_19,42688.58,Expired,21464.38,2020-07-17,
2023-12-11,26024,POL_56,49445.63,Active,11391.09,2019-11-14,
2023-11-13,12328,POL_61,31758.29,Active,26780.13,2019-03-14,2023-05-26
2023-01-19,40820,POL_53,42144.0,Expired,48608.11,2017-03-18,
2023-12-31,22163,POL_45,14352.02,Expired,48372.21,2015-04-02,
2023-11-27,28253,POL_85,5270.97,Active,35244.99,2022-02-21,
2023-05-29,7107,POL_95,14417.43,Expired,5960.94,2021-08-30,
2023-04-02,38938,POL_27,24142.28,Active,21100.47,2020-04-13,
2023-05-15,16814,POL_20,41649.08,Expired,11881.73,2016-04-28,
2023-01-12,47836,POL_45,35921.28,Expired,45659.31,2019-02-16,
2023-05-30,40440,POL_5,39902.63,Active,15626.38,2020-05-21,
2023-03-01,17247,POL_12,33792.14,Active,8381.88,2018-03-25,
2023-10-27,40076,POL_60,22280.37,Expired,11639.12,2021-09-27,
2023-01-15,1495,POL_38,12957.6,Expired,35253.04,2015-03-26,
2023-07-07,25292,POL_96,25722.17,Expired,18441.72,2016-12-06,
2023-12-13,43563,POL_24,32390.45,Expired,33085.65,2017-02-12,
2023-11-22,19354,POL_30,34110.05,Expired,44383.91,2022-08-18,
2023-08-05,18721,POL_8,35289.06,Active,40713.49,2017-10-08,
2023-07-24,39178,POL_15,17869.42,Active,20733.98,2017-05-11,
2023-06-21,17501,POL_13,31108.09,Expired,27062.34,2016-06-01,
2023-08-18,37508,POL_17,48906.92,Active,41675.34,2017-11-16,
2023-08-13,15675,POL_38,32084.41,Active,18850.66,2020-02-26,
2023-05-20,12085,POL_32,15857.25,Active,37190.42,2018-11-09,
2023-12-31,33607,POL_14,20317.09,Expired,11901.68,2022-02-07,
2023-07-12,43372,POL_24,7201.8,Active,16886.42,2017-06-01,
2023-12-20,15470,POL_24,29659.48,Active,35632.4,2016-07-13,
2023-07-12,22898,POL_55,20039.05,Active,12142.41,2018-07-25,
2023-02-01,7347,POL_18,13945.01,Expired,47449.55,2019-01-30,
2023-08-09,20262,POL_12,21737.95,Active,29977.02,2016-05-12,2023-07-08
2023-07-07,45242,POL_42,14245.96,Expired,20085.28,2022-08-27,
2023-07-30,46400,POL_74,21498.41,Expired,15803.35,2018-12-26,
2023-07-27,45849,POL_30,49864.52,Expired,37288.73,2015-09-08,
2023-07-10,20217,POL_37,12947.28,Expired,24178.2,2022-08-20,
2023-06-30,42369,POL_37,16349.58,Expired,42100.99,2017-02-10,
2023-12-04,35492,POL_8,49471.18,Active,31247.2,2018-03-24,
2023-04-12,48556,POL_76,21972.43,Expired,5781.41,2018-04-06,
2023-08-29,48129,POL_88,24925.74,Active,25129.99,2020-07-14,
2023-05-24,12136,POL_99,8117.68,Expired,28288.84,2015-05-21,
2023-07-18,37971,POL_23,22461.27,Active,20140.12,2017-01-18,
2023-06-01,43177,POL_88,32654.33,Active,14395.07,2021-05-04,2023-05-12
2023-06-06,46439,POL_57,27633.26,Active,40568.35,2017-09-22,
2023-08-26,37212,POL_73,30052.97,Active,14858.6,2016-10-29,
2023-06-01,16652,POL_88,34802.26,Expired,44934.01,2020-10-07,
2023-07-21,9267,POL_18,34008.38,Active,8349.36,2022-09-27,2023-02-15
2023-09-15,44369,POL_92,9979.42,Expired,18851.05,2021-07-14,
2023-05-15,5240,POL_34,15176.37,Expired,49870.21,2017-07-13,
2023-06-15,3277,POL_37,6032.37,Expired,48737.14,2022-04-04,
2023-05-29,31866,POL_52,19363.87,Expired,11476.98,2022-03-25,
2023-07-03,38799,POL_91,20887.29,Active,7474.71,2020-10-08,
2023-04-22,34319,POL_100,10225.57,Expired,24306.61,2022-04-20,
2023-03-31,49855,POL_29,14799.02,Expired,31872.71,2018-12-08,2023-09-29
2023-08-08,17558,POL_1,11362.79,Active,31045.85,2015-01-06,
2023-06-06,17532,POL_14,20054.27,Expired,18185.17,2021-08-22,
2023-01-20,32696,POL_96,23157.79,Expired,30187.03,2017-01-26,
2023-03-21,35490,POL_95,34110.45,Active,8997.05,2018-02-16,
2023-03-20,44391,POL_75,5761.97,Expired,27172.42,2021-06-03,
2023-03-05,37626,POL_69,14621.37,Active,19302.01,2022-04-29,
2023-04-22,22435,POL_5,13237.27,Active,20929.94,2017-02-11,
2023-06-21,39024,POL_20,6735.18,Active,11263.97,2019-10-06,
2023-04-04,49961,POL_83,45107.49,Active,35006.79,2016-05-11,2023-11-07
2023-08-26,34024,POL_59,28977.01,Active,17600.28,2017-10-21,
2023-03-07,35532,POL_5,15492.75,Active,21446.95,2021-12-21,
2023-12-16,24679,POL_26,8994.38,Expired,48112.36,2022-12-03,
2023-05-04,45683,POL_3,11385.05,Expired,29695.94,2020-06-20,
2023-01-07,10906,POL_54,8117.27,Expired,18728.31,2018-07-05,
2023-08-06,38195,POL_9,41332.41,Expired,17762.43,2015-09-08,
2023-02-12,32088,POL_77,28444.34,Expired,25251.85,2019-03-05,
2023-04-24,44339,POL_43,7274.29,Expired,23751.92,2016-05-10,
2023-04-14,16521,POL_51,28491.87,Active,8774.56,2016-03-08,
2023-08-16,9079,POL_77,43120.65,Active,43579.47,2019-06-10,
2023-09-18,4155,POL_97,45860.18,Active,33950.19,2018-08-04,
2023-09-22,13913,POL_25,12471.66,Active,20954.82,2018-01-24,
2023-01-13,3543,POL_87,36839.32,Expired,19659.19,2022-11-19,
2023-01-31,10060,POL_88,36778.96,Expired,16773.02,2020-04-16,
2023-10-08,47031,POL_39,37323.59,Active,11925.49,2016-06-02,
2023-06-04,33004,POL_79,25573.95,Active,27826.6,2017-11-12,
2023-11-15,46543,POL_41,12603.81,Active,39416.19,2018-12-22,
2023-12-09,25453,POL_4,12910.37,Expired,20451.2,2015-03-15,
2023-10-13,17438,POL_17,47140.27,Active,39636.55,2022-04-04,
2023-02-14,48862,POL_92,46099.92,Active,7057.33,2016-05-04,
2023-06-11,20554,POL_52,32719.26,Expired,28374.84,2018-09-15,
2023-08-12,2990,POL_76,10661.87,Active,12817.78,2018-07-18,
2023-02-08,6079,POL_84,22208.94,Active,41619.86,2018-11-02,
2023-07-30,25011,POL_98,43046.5,Expired,40040.52,2019-09-03,
2023-11-05,32277,POL_43,48546.35,Expired,25486.41,2015-01-26,
2023-10-11,8773,POL_68,11668.85,Expired,29912.12,2016-03-19,
2023-12-13,35176,POL_97,36673.08,Active,26198.5,2015-06-24,2023-08-15
2023-06-17,32859,POL_38,14383.62,Active,44187.01,2018-07-14,
2023-05-25,36390,POL_39,33535.67,Active,36685.19,2017-06-24,
2023-08-29,47213,POL_64,31086.86,Active,23438.04,2021-10-12,
2023-07-02,29006,POL_27,8047.06,Expired,37064.03,2019-04-14,
2023-12-03,14729,POL_65,31313.56,Active,18915.46,2018-12-19,
2023-12-09,30943,POL_8,9085.09,Active,31272.46,2020-05-04,
2023-08-30,20114,POL_61,24095.0,Active,25170.53,2020-03-30,
2023-11-14,49733,POL_93,41632.34,Active,24609.44,2021-05-17,
2023-11-16,24965,POL_66,44779.34,Active,13035.24,2017-04-11,
2023-09-05,4614,POL_27,14868.43,Active,12577.55,2021-01-14,
2023-05-29,47616,POL_20,9920.23,Active,16056.23,2017-09-10,2023-02-09
2023-12-09,39124,POL_42,43898.37,Expired,12257.95,2015-11-01,
2023-12-18,30931,POL_70,11203.59,Expired,15407.93,2021-12-16,2023-07-03
2023-01-12,12081,POL_36,14540.56,Active,29743.49,2015-10-18,
2023-10-07,39101,POL_94,31485.43,Expired,35201.21,2021-04-20,
2023-10-08,29924,POL_32,39068.09,Expired,25682.29,2017-07-14,2023-08-20
2023-06-05,12282,POL_84,48097.52,Expired,9924.54,2017-08-07,2023-03-13
2023-12-26,21548,POL_57,26849.49,Active,23186.89,2021-10-20,
2023-08-12,37593,POL_72,38485.45,Expired,32855.18,2015-01-06,
2023-11-08,4786,POL_57,33731.42,Active,46964.93,2022-10-06,
2023-07-20,1368,POL_10,11391.16,Expired,24149.85,2018-07-29,
2023-04-19,29522,POL_50,7256.29,Active,22756.6,2016-01-16,
2023-02-21,7043,POL_94,23732.23,Active,33700.7,2019-03-01,
2023-11-09,25701,POL_74,46606.25,Active,31865.77,2018-11-19,2023-08-06
2023-11-13,9806,POL_60,22898.8,Expired,43228.96,2022-11-16,2023-10-19
2023-10-26,37032,POL_58,37201.04,Expired,20688.2,2021-01-30,
2023-10-21,10616,POL_90,11229.39,Expired,38694.8,2021-01-19,
2023-02-12,25132,POL_64,39408.11,Active,36683.41,2016-11-22,
2023-10-16,48800,POL_54,48756.14,Active,36167.99,2016-10-25,
2023-01-14,27398,POL_2,42997.62,Active,21536.36,2020-01-06,
2023-08-08,378,POL_32,11869.76,Active,29926.26,2019-01-03,
2023-10-01,17544,POL_84,6746.36,Active,14852.5,2015-09-26,
2023-11-27,15867,POL_52,31013.34,Expired,19454.86,2022-06-03,
2023-08-21,28984,POL_55,47246.5,Expired,43759.51,2019-12-30,2023-02-09
2023-04-07,18065,POL_56,20096.68,Active,41147.65,2021-07-30,
2023-11-15,36164,POL_29,22693.91,Expired,17764.68,2022-11-30,2023-04-14
2023-10-21,31505,POL_90,6544.78,Active,48723.84,2022-11-17,
2023-08-27,17561,POL_69,47835.7,Expired,16251.72,2021-06-13,
2023-02-01,22735,POL_38,19743.52,Expired,42844.69,2016-12-17,
2023-10-18,9635,POL_1,23579.76,Active,20340.65,2016-03-28,2023-10-15
2023-06-11,39406,POL_6,43079.42,Active,41213.03,2018-07-18,
2023-04-22,49528,POL_49,24370.96,Expired,26528.42,2018-12-29,
2023-03-08,31734,POL_31,45351.61,Expired,23170.82,2016-09-18,
2023-12-04,32558,POL_77,35594.95,Active,10906.87,2022-10-26,
2023-02-12,21425,POL_37,38838.96,Active,30460.91,2016-02-01,
2023-11-13,833,POL_22,14456.97,Expired,22648.02,2018-10-15,
2023-03-23,45122,POL_59,7576.41,Expired,32655.27,2020-01-26,2023-12-30
2023-03-26,10874,POL_28,45976.52,Active,24476.48,2021-01-19,
2023-11-27,4090,POL_55,45260.43,Expired,24922.51,2017-12-26,2023-03-14
2023-12-30,8499,POL_4,36879.13,Expired,45055.05,2020-06-03,
2023-04-30,20679,POL_22,19469.36,Active,45354.78,2015-09-20,
2023-09-29,6521,POL_7,39445.8,Expired,14075.81,2021-03-29,
2023-09-16,34409,POL_86,36871.58,Active,49471.03,2021-12-17,
2023-03-15,21929,POL_35,18621.93,Expired,29242.96,2017-11-03,
2023-06-06,39740,POL_67,38484.69,Expired,15452.36,2018-10-17,
2023-06-19,36909,POL_61,24009.6,Active,44112.3,2021-09-05,
2023-07-03,11401,POL_8,31747.31,Expired,27567.71,2020-03-02,
2023-05-31,46467,POL_86,19840.98,Expired,45445.75,2018-11-05,
2023-09-08,26721,POL_38,22641.67,Expired,5526.57,2020-03-19,
2023-02-22,4323,POL_80,9897.0,Expired,8965.64,2019-11-12,
2023-08-15,40474,POL_93,43705.59,Active,34429.64,2022-06-26,
2023-10-12,11713,POL_53,33861.4,Active,37633.27,2015-05-04,
2023-10-27,18578,POL_91,39034.96,Active,15322.66,2021-03-09,
2023-04-26,44395,POL_11,37070.67,Expired,32689.86,2017-10-24,2023-08-10
2023-05-26,4558,POL_63,38854.26,Expired,10814.52,2019-09-15,
2023-05-02,25718,POL_23,10908.28,Active,34852.95,2016-02-04,
2023-04-04,16388,POL_24,12916.96,Expired,42711.75,2015-09-12,
2023-10-09,35680,POL_21,47822.75,Active,49442.34,2017-03-17,
2023-02-04,36649,POL_57,19400.43,Expired,30524.19,2015-03-05,
2023-07-12,4660,POL_10,28442.24,Active,13529.51,2022-12-19,
2023-07-28,44100,POL_17,20110.5,Expired,24999.82,2016-03-11,2023-01-13
2023-07-08,9059,POL_6,6613.06,Expired,21386.59,2016-11-22,
2023-10-06,35515,POL_34,8910.53,Active,32064.38,2020-12-12,
2023-02-21,49328,POL_34,8896.15,Expired,18183.31,2022-03-05,
2023-02-28,4311,POL_93,11677.51,Active,25166.15,2021-10-23,
2023-01-21,18548,POL_92,49089.38,Expired,11912.76,2019-04-23,
2023-02-08,24603,POL_48,36648.22,Expired,38432.64,2017-04-07,
2023-09-21,10523,POL_83,23335.18,Active,18694.96,2021-03-20,
2023-07-21,36408,POL_69,36536.51,Active,36505.51,2021-02-15,
2023-01-07,33576,POL_45,32851.91,Active,21658.32,2015-09-17,
2023-10-13,39148,POL_68,30800.31,Active,9748.01,2016-02-14,
2023-07-20,23107,POL_10,35437.35,Active,27110.65,2016-04-27,
2023-07-11,31878,POL_16,33083.15,Active,41749.7,2016-07-03,
2023-03-09,33505,POL_40,31639.49,Expired,39986.32,2018-02-19,
2023-01-17,49463,POL_98,13280.38,Expired,25063.53,2021-09-24,2023-04-19
2023-06-07,10391,POL_40,33249.46,Expired,43246.42,2019-05-01,
2023-04-10,22954,POL_90,20115.7,Expired,28486.43,2019-02-14,
2023-11-13,48667,POL_100,5406.44,Expired,17150.14,2021-09-09,2023-01-02
2023-04-27,42040,POL_30,17976.19,Active,42356.07,2017-01-23,
2023-12-03,16001,POL_91,43372.17,Active,21448.74,2017-06-14,
2023-12-13,31752,POL_86,43811.52,Expired,27751.27,2022-07-08,
2023-02-20,36182,POL_22,27729.42,Active,41686.26,2017-08-01,2023-06-13
2023-01-06,4609,POL_25,49022.6,Active,35106.9,2021-06-10,
2023-11-29,13761,POL_99,30691.19,Expired,43576.51,2019-08-15,
2023-03-19,15604,POL_86,12284.88,Active,35451.85,2022-03-25,
2023-04-07,42079,POL_49,45248.65,Active,6671.2,2021-08-15,
2023-04-24,40223,POL_90,32219.12,Expired,43642.05,2015-02-25,
2023-06-30,3658,POL_17,10057.75,Expired,47804.78,2016-10-14,
2023-09-19,18296,POL_87,39173.53,Expired,48335.24,2020-03-17,
2023-08-13,48089,POL_22,39083.76,Expired,32149.85,2015-03-30,
2023-11-12,5990,POL_70,16833.87,Active,23247.65,2021-11-07,2023-01-22
2023-10-15,42268,POL_66,46774.93,Expired,38621.12,2018-12-31,
2023-02-13,21783,POL_29,42305.05,Active,14671.89,2019-09-06,
2023-01-02,13662,POL_52,30213.83,Expired,43541.07,2016-03-29,
2023-11-13,34834,POL_54,25568.34,Active,29210.33,2019-04-15,
2023-02-05,8027,POL_12,42445.48,Active,38543.49,2018-11-03,
2023-03-15,39876,POL_76,39757.21,Expired,41237.91,2021-10-06,
2023-11-04,44704,POL_6,8760.76,Active,36359.51,2017-03-10,
2023-08-21,34297,POL_39,10944.39,Expired,12589.68,2016-05-12,
2023-09-27,35533,POL_17,14319.79,Expired,44183.97,2022-06-20,
2023-12-10,19745,POL_27,45158.35,Active,17318.32,2021-02-01,
2023-01-23,48145,POL_4,27523.16,Active,17529.03,2017-07-26,
2023-09-19,41140,POL_79,44167.31,Expired,39604.88,2018-11-30,
2023-10-26,14325,POL_19,5872.62,Expired,14525.47,2022-07-05,
2023-09-14,42879,POL_58,34979.72,Active,8890.6,2017-12-31,
2023-08-30,17205,POL_21,9984.16,Active,41763.25,2016-07-25,
2023-05-01,32655,POL_46,11241.53,Expired,32135.54,2018-02-10,
2023-10-24,14636,POL_74,24743.23,Active,18904.04,2017-05-30,
2023-01-23,47814,POL_23,26317.92,Expired,42077.34,2022-07-26,
2023-07-11,25540,POL_9,49737.15,Active,41593.84,2020-04-28,
2023-01-03,12722,POL_92,26860.93,Active,42269.83,2015-02-19,
2023-05-21,21754,POL_50,28736.09,Expired,40778.76,2015-08-08,
2023-07-04,42959,POL_40,37332.47,Active,39602.43,2020-07-06,
2023-10-01,43642,POL_73,37966.16,Active,7700.1,2020-01-21,
2023-12-18,15429,POL_14,14049.34,Active,33876.7,2021-07-18,
2023-11-12,42498,POL_93,16099.44,Active,21613.46,2022-07-20,
2023-07-19,30717,POL_27,10913.81,Active,39246.41,2021-03-28,
2023-01-18,45720,POL_15,48558.43,Active,23659.58,2021-01-21,
2023-02-14,23679,POL_16,41648.79,Active,6744.61,2015-07-29,
2023-12-16,14158,POL_25,36153.83,Active,25297.11,2018-06-06,
2023-11-11,14914,POL_68,34150.85,Expired,19239.04,2015-03-13,
2023-02-10,23915,POL_2,24166.47,Active,20453.97,2020-08-23,
2023-12-06,41268,POL_90,45099.69,Expired,46625.29,2017-02-03,
2023-03-23,23984,POL_2,30511.76,Active,8962.26,2015-07-02,
2023-03-20,44794,POL_45,29206.33,Expired,10203.53,2016-12-25,
2023-11-29,19771,POL_65,48636.4,Active,35257.52,2016-04-22,
2023-09-05,12873,POL_85,18368.75,Expired,35907.47,2021-03-07,
2023-09-14,5570,POL_34,26805.21,Expired,36448.47,2020-12-26,
2023-06-02,40453,POL_3,28866.23,Active,10203.67,2015-01-26,
2023-09-23,39341,POL_80,9464.07,Expired,21711.51,2018-07-22,
2023-06-24,47450,POL_22,5573.76,Active,34434.41,2016-12-08,
2023-02-16,47196,POL_88,26680.71,Expired,8671.58,2018-05-04,
2023-02-09,3176,POL_6,9825.48,Active,33328.0,2017-09-02,2023-02-27
2023-11-14,18494,POL_22,28311.63,Expired,26217.92,2019-02-09,
2023-08-17,38908,POL_35,7022.7,Active,23277.0,2017-04-05,
2023-06-07,14905,POL_10,34443.97,Expired,23393.58,2022-06-11,2023-01-04
2023-04-11,22300,POL_80,21484.29,Expired,22899.24,2022-09-03,2023-08-29
2023-06-04,43880,POL_80,21054.06,Expired,10149.88,2015-10-16,
2023-02-27,5969,POL_69,49189.03,Expired,47749.74,2020-04-22,
2023-04-15,35960,POL_47,17339.1,Expired,26655.48,2018-06-02,
2023-01-27,44834,POL_82,11538.41,Expired,7527.74,2019-01-10,
2023-05-01,18202,POL_61,9439.34,Expired,35321.56,2018-07-04,
2023-01-23,32702,POL_39,39711.47,Active,45435.78,2021-09-25,
2023-04-06,36195,POL_46,6440.59,Expired,41230.7,2021-09-22,
2023-11-07,12986,POL_46,38713.84,Expired,46593.98,2017-10-24,
2023-07-04,42372,POL_11,41171.28,Active,39688.59,2016-01-08,
2023-08-11,34686,POL_36,8005.01,Expired,36144.75,2022-07-25,
2023-06-08,38375,POL_64,47488.85,Active,36529.02,2019-09-03,
2023-10-12,45354,POL_30,35492.84,Expired,9723.99,2019-05-04,
2023-03-28,14193,POL_69,25521.0,Active,12245.98,2018-03-09,
2023-09-23,36106,POL_77,36670.53,Expired,26065.1,2020-01-11,
2023-11-21,29810,POL_61,17484.6,Active,18077.49,2017-02-16,
2023-02-14,44234,POL_77,13276.62,Active,28452.91,2017-07-02,
2023-01-24,8497,POL_78,11445.39,Expired,45999.69,2019-05-28,
2023-09-30,17753,POL_39,28146.36,Active,39260.67,2016-10-25,
2023-12-29,14875,POL_58,10547.13,Expired,10452.18,2021-08-22,
2023-08-18,18207,POL_75,26392.79,Expired,14291.02,2019-09-30,
2023-10-14,38583,POL_24,49077.76,Expired,28886.84,2018-10-24,
2023-04-05,7007,POL_44,49282.04,Active,37344.23,2018-02-01,
2023-07-19,22428,POL_46,10687.57,Expired,35034.31,2015-07-23,
2023-12-09,531,POL_52,17067.86,Active,15450.17,2021-08-05,
2023-05-05,5240,POL_60,35732.24,Expired,47742.23,2020-05-20,
2023-05-23,13407,POL_33,27696.36,Active,26234.71,2017-12-18,
2023-02-20,14513,POL_24,16532.76,Active,47692.56,2022-12-04,
2023-07-22,36238,POL_66,48825.43,Active,17232.08,2022-08-09,
2023-12-21,14730,POL_26,11005.62,Expired,45913.24,2016-11-29,
2023-06-07,6433,POL_41,29343.88,Expired,9212.49,2015-07-10,
2023-06-29,34168,POL_34,6465.45,Expired,22286.43,2021-11-30,
2023-02-14,9149,POL_51,42525.96,Expired,33073.34,2019-04-19,
2023-12-05,33726,POL_16,35675.66,Expired,48210.06,2020-07-22,
2023-10-15,12641,POL_32,23689.02,Expired,14911.93,2016-10-01,
2023-04-05,8734,POL_17,23857.86,Expired,45322.96,2018-09-25,
2023-10-08,29914,POL_64,34176.57,Expired,7428.08,2021-01-04,
2023-08-25,40571,POL_98,6314.8,Active,32087.94,2016-12-26,
2023-10-06,35607,POL_70,42485.51,Active,44635.37,2019-03-18,
2023-12-20,39083,POL_29,47601.62,Expired,6136.88,2020-10-24,2023-12-30
2023-05-27,35810,POL_64,11012.84,Active,41144.09,2017-09-26,
2023-08-04,4624,POL_97,47401.02,Expired,43590.42,2016-07-30,
2023-11-27,32957,POL_22,25726.02,Expired,37190.65,2021-08-22,
2023-06-04,12026,POL_60,47341.86,Active,43220.23,2019-12-10,
2023-04-19,3466,POL_34,14094.34,Active,42569.36,2019-08-31,
2023-12-11,17743,POL_77,49197.65,Active,16979.54,2015-07-31,
2023-02-23,28220,POL_49,37962.72,Expired,10628.38,2017-03-28,2023-08-15
