DAY_ID,ACCOUNT_DIM_ID,CREDIT_CARD_SPEND_AMT,CARD_TYPE,EFF_DT,END_DT
2023-07-21,11205,178.79,Amex,2016-08-25,
2023-06-04,62264,3845.81,Visa,2019-11-13,2023-09-25
2023-02-13,6333,3827.21,Amex,2017-12-03,
2023-10-15,27206,3807.76,Amex,2016-10-07,
2023-12-23,31620,4788.6,Amex,2015-11-27,
2023-02-25,45541,2788.0,MasterCard,2019-01-14,
2023-11-18,17137,4612.06,Visa,2017-12-07,
2023-06-07,87623,4671.53,Amex,2015-02-24,
2023-05-23,16033,2926.64,Amex,2015-04-26,
2023-04-28,31012,4631.41,MasterCard,2016-09-07,
2023-02-12,36787,4556.21,Amex,2017-04-21,
2023-10-29,62970,4844.92,MasterCard,2020-08-21,
2023-06-21,6839,1137.05,MasterCard,2020-01-06,
2023-12-01,18442,2620.91,Visa,2016-01-12,
2023-11-15,36763,1293.85,Visa,2022-08-14,
2023-07-28,5934,1792.05,Visa,2018-11-19,
2023-10-19,42910,3743.54,Amex,2019-06-19,2023-02-22
2023-06-04,15221,4018.22,Visa,2018-05-15,
2023-07-24,31695,1384.99,Visa,2022-12-22,2023-04-14
2023-08-16,31910,1813.72,Amex,2020-08-19,
2023-10-23,80062,3337.13,Amex,2019-02-27,
2023-05-20,46807,560.31,Visa,2015-09-29,
2023-03-18,97784,500.19,Amex,2020-05-10,2023-02-19
2023-08-19,59992,304.55,Amex,2019-09-30,
2023-05-29,78947,1500.96,MasterCard,2018-05-09,2023-06-29
2023-02-22,63414,4049.03,MasterCard,2016-02-19,
2023-03-12,75949,3204.81,Amex,2019-07-12,2023-09-14
2023-10-01,61970,2801.73,Amex,2019-12-23,
2023-07-23,71165,3050.77,MasterCard,2020-12-01,
2023-06-11,45212,3492.03,Visa,2016-10-19,
2023-09-03,60130,4519.14,Visa,2021-06-21,
2023-11-29,48176,1692.68,Amex,2018-11-09,
2023-09-27,80877,3890.01,Visa,2019-04-23,
2023-12-02,10997,2360.81,Amex,2016-10-21,
2023-07-09,33519,2625.48,Visa,2019-01-13,
2023-10-05,80726,2556.95,Visa,2022-05-15,
2023-07-16,36088,312.13,MasterCard,2020-10-17,
2023-09-28,64022,2051.3,Visa,2019-10-16,
2023-06-30,27649,1035.4,Amex,2017-05-20,
2023-11-21,26399,1161.33,Amex,2020-04-14,
2023-05-08,2017,3152.67,Amex,2020-04-01,
2023-05-22,55698,3466.37,Amex,2015-03-07,
2023-09-14,31022,670.46,Visa,2015-06-16,
2023-09-24,1936,1070.21,Visa,2018-03-22,
2023-02-23,59195,4037.31,Visa,2021-07-15,
2023-12-03,17894,3014.79,Amex,2022-06-30,
2023-02-08,85719,2690.61,Visa,2016-03-04,
2023-06-12,50685,4476.15,Visa,2021-12-14,
2023-09-16,77240,3055.84,MasterCard,2015-09-25,
2023-01-07,26784,3406.45,MasterCard,2022-04-17,
2023-06-07,5463,2299.59,MasterCard,2018-10-07,
2023-03-27,97431,1124.75,MasterCard,2021-10-25,2023-01-25
2023-10-19,43661,4701.22,Amex,2017-04-05,
2023-11-02,79680,4419.87,Visa,2017-10-06,
2023-05-30,54335,2034.57,Visa,2021-04-17,
2023-12-06,28805,4071.44,Amex,2019-02-06,
2023-08-28,90161,2590.66,Visa,2018-02-01,
2023-03-11,32432,305.98,MasterCard,2019-05-20,
2023-04-17,5559,2425.27,Amex,2019-05-28,
2023-05-24,52400,1076.97,Visa,2018-10-25,
2023-08-10,80893,1236.13,MasterCard,2015-05-07,
2023-06-06,82289,4438.24,Amex,2022-11-06,
2023-12-21,17602,3907.84,Amex,2017-07-04,
2023-07-03,52704,2323.37,Visa,2016-02-13,
2023-08-23,38389,2517.75,Amex,2018-02-27,
2023-06-05,48979,539.97,MasterCard,2017-08-08,
2023-03-26,69257,2762.39,MasterCard,2022-12-13,
2023-12-29,76001,624.68,MasterCard,2017-06-05,
2023-08-25,80200,3241.05,MasterCard,2020-06-26,
2023-11-06,62531,933.54,MasterCard,2017-09-30,
2023-03-31,76311,2593.87,Visa,2022-08-16,
2023-03-18,85891,2872.62,MasterCard,2019-11-14,
2023-08-01,33692,3114.12,Amex,2015-06-22,
2023-12-19,64017,1303.32,Visa,2015-11-20,
2023-05-09,48929,3699.7,MasterCard,2022-10-06,
2023-10-31,29969,4650.93,MasterCard,2018-10-06,
2023-07-09,4121,2259.72,Visa,2017-12-19,
2023-10-12,77104,1487.68,Visa,2021-12-28,
2023-04-24,30621,312.52,MasterCard,2019-09-13,
2023-02-23,76568,3677.7,Amex,2022-06-12,
2023-09-30,86625,4717.69,Visa,2018-05-13,
2023-11-06,97802,363.34,Visa,2020-06-10,
2023-08-20,30220,3172.99,Amex,2016-11-06,
2023-08-17,67113,403.11,Visa,2018-08-31,
2023-12-17,30352,3085.38,Visa,2018-08-15,
2023-05-13,76212,3882.72,Visa,2022-12-31,
2023-12-17,51553,3449.46,Visa,2022-08-10,
2023-10-18,80962,403.27,Amex,2020-08-08,
2023-06-19,10947,2989.76,MasterCard,2021-12-24,
2023-07-09,93736,983.27,Amex,2022-06-10,
2023-02-18,72490,1978.78,Visa,2017-04-14,
2023-07-21,85262,3606.54,Visa,2017-09-12,2023-07-14
2023-11-21,29032,3588.75,MasterCard,2020-10-27,
2023-08-21,36414,4181.78,Amex,2019-04-28,
2023-12-23,34898,4472.25,MasterCard,2020-02-22,
2023-08-15,42504,2129.01,MasterCard,2021-05-14,
2023-09-12,75766,1418.33,MasterCard,2017-05-15,
2023-07-21,6321,3464.62,Amex,2015-03-27,2023-01-06
2023-11-16,88863,215.05,Visa,2016-01-04,2023-10-12
2023-02-08,35598,1007.14,Visa,2020-11-02,
2023-09-18,76643,372.17,MasterCard,2015-10-21,
2023-09-30,14243,1821.9,MasterCard,2019-02-05,2023-10-01
2023-10-20,7891,3754.07,Visa,2016-03-30,
2023-12-08,31526,4982.85,MasterCard,2021-11-22,
2023-06-21,26502,4635.71,MasterCard,2021-12-22,
2023-05-02,25821,4652.57,Visa,2020-08-17,
2023-02-01,93220,1955.73,Visa,2016-02-04,
2023-05-12,69695,2684.16,Amex,2015-03-10,
2023-01-03,43729,580.19,Visa,2019-11-26,
2023-10-10,25812,1985.11,Visa,2018-11-01,
2023-09-09,44185,3249.84,Amex,2017-02-10,
2023-06-06,24934,4111.18,MasterCard,2021-09-25,
2023-02-26,74251,1435.84,MasterCard,2018-05-29,
2023-04-10,68842,4174.97,Visa,2021-04-17,
2023-09-08,29410,2963.11,MasterCard,2019-01-02,
2023-02-01,22442,1737.22,Amex,2016-12-25,
2023-05-18,79460,2131.05,Amex,2016-10-21,
2023-08-11,89386,4585.48,Visa,2021-03-15,
2023-10-24,11786,1772.48,MasterCard,2022-02-16,
2023-10-02,42649,1789.91,Amex,2015-10-23,
2023-12-29,69072,4192.93,Amex,2016-05-19,
2023-06-03,32371,4624.69,Amex,2017-08-24,
2023-11-15,67530,174.85,MasterCard,2021-05-08,
2023-01-04,7920,967.27,MasterCard,2022-08-18,
2023-07-13,78708,1046.71,Visa,2017-09-22,
2023-08-22,55457,754.98,MasterCard,2015-07-24,
2023-08-12,37732,1155.52,Visa,2021-07-02,
2023-01-30,94846,4374.71,Visa,2018-07-01,
2023-10-18,72653,428.31,Visa,2016-07-10,
2023-03-12,52818,1568.38,MasterCard,2016-11-25,
2023-10-20,61346,1388.04,Amex,2019-12-06,
2023-11-24,51221,3100.34,Visa,2021-04-13,
2023-12-10,18295,3938.36,MasterCard,2021-04-29,
2023-02-11,76318,4634.92,MasterCard,2021-12-04,
2023-05-09,70185,507.1,MasterCard,2017-09-25,
2023-03-31,80495,1422.68,Visa,2018-05-23,
2023-06-04,46138,803.2,Amex,2016-10-26,
2023-01-27,39551,336.52,MasterCard,2017-04-05,
2023-11-27,81143,3643.96,Visa,2015-10-08,2023-12-30
2023-05-13,49443,420.33,Amex,2021-01-05,
2023-12-11,13733,1774.54,Amex,2019-08-18,
2023-01-25,96420,1247.71,Amex,2015-07-25,
2023-12-14,10354,2004.71,Amex,2016-07-10,
2023-04-26,98203,2968.58,Visa,2015-03-31,
2023-02-19,91420,121.36,Amex,2022-01-31,
2023-09-26,97734,3675.39,Amex,2020-06-18,
2023-10-30,57725,2367.59,Visa,2017-11-03,
2023-05-05,75906,4232.18,Visa,2018-12-20,
2023-09-26,7112,1187.52,Amex,2017-02-04,
2023-08-05,77465,198.85,Amex,2019-09-22,
2023-04-04,12770,1978.3,Visa,2017-11-24,
2023-10-12,77232,4230.56,Visa,2022-01-07,
2023-11-03,73323,1266.23,Amex,2022-01-27,2023-03-10
2023-01-28,71844,2450.95,Visa,2022-07-07,2023-03-31
2023-09-13,23326,1834.88,MasterCard,2021-11-13,
2023-06-08,69487,3610.55,Amex,2018-08-04,
2023-03-28,26480,776.67,Visa,2017-07-31,
2023-06-13,19350,568.66,MasterCard,2020-10-11,
2023-07-01,93974,3259.95,Visa,2019-01-12,
2023-07-13,89510,1398.38,Amex,2015-09-28,
2023-08-22,46038,405.85,Amex,2020-03-19,
2023-01-17,54159,3990.72,Visa,2021-04-25,
2023-04-12,30438,3933.62,Amex,2015-07-09,
2023-07-24,226,4517.24,MasterCard,2022-12-12,
2023-01-14,72658,1280.8,MasterCard,2018-01-14,
2023-09-19,85618,1448.12,Visa,2021-02-06,
2023-04-15,73879,1120.26,Amex,2018-08-18,2023-05-12
2023-08-15,95058,1149.6,Visa,2017-04-16,
2023-12-13,57514,1620.43,Visa,2017-06-11,2023-08-09
2023-01-12,55592,3880.91,Amex,2017-06-06,
2023-11-08,33615,4870.21,Visa,2021-05-30,
2023-01-23,18327,2378.68,Visa,2017-03-14,2023-01-23
2023-01-10,53721,4792.98,Amex,2021-10-10,
2023-05-12,69375,3534.85,MasterCard,2022-06-01,
2023-09-20,90849,1595.89,MasterCard,2016-09-09,
2023-07-09,3482,4475.12,MasterCard,2015-08-15,
2023-08-16,34392,2007.88,Amex,2017-12-22,
2023-08-17,41759,4464.53,MasterCard,2020-09-16,
2023-11-03,65877,3225.62,MasterCard,2019-08-25,
2023-12-17,39388,2089.93,Visa,2016-02-09,
2023-02-05,93230,3256.05,Amex,2019-02-22,
2023-04-02,61602,3130.7,Amex,2015-12-17,
2023-08-28,17500,3835.23,MasterCard,2018-12-12,
2023-11-05,47627,2160.9,Amex,2019-09-04,
2023-08-09,87371,2496.98,Amex,2022-02-23,
2023-12-26,60724,4895.21,Visa,2019-06-07,
2023-08-16,59752,162.55,Visa,2017-05-11,
2023-04-25,80578,2039.17,MasterCard,2020-09-08,
2023-11-24,55373,4214.32,MasterCard,2022-12-23,
2023-02-27,96565,3665.54,Visa,2016-07-14,
2023-06-13,30195,3419.83,Visa,2015-12-31,
2023-11-04,65013,146.48,MasterCard,2019-11-01,
2023-05-14,79778,518.77,Amex,2021-10-10,
2023-07-22,91425,1700.71,Visa,2021-07-22,
2023-10-06,4569,2780.74,Amex,2016-05-22,
2023-08-20,82005,2659.75,MasterCard,2019-11-16,
2023-06-23,38263,2227.44,MasterCard,2015-01-23,
2023-01-12,86485,4071.92,MasterCard,2018-11-29,
2023-03-24,4110,501.57,MasterCard,2022-08-09,
2023-04-19,60053,2000.93,Amex,2022-09-03,
2023-01-28,11111,922.56,MasterCard,2021-02-01,
2023-09-16,39820,4078.3,MasterCard,2015-02-08,
2023-12-02,43868,1159.58,Amex,2016-09-28,2023-05-22
2023-12-22,70459,2333.32,Visa,2019-03-19,
2023-07-10,33492,332.53,MasterCard,2020-12-06,
2023-05-03,92784,3272.15,Visa,2016-04-17,
2023-12-12,49946,4515.37,Visa,2018-06-28,
2023-02-21,52491,878.07,MasterCard,2015-09-04,
2023-10-01,41451,1568.75,Amex,2022-05-22,2023-01-09
2023-06-24,89366,4035.8,MasterCard,2021-12-18,
2023-06-15,6326,1216.65,Visa,2017-11-20,
2023-09-28,83343,3318.38,Visa,2018-01-12,
2023-12-12,80044,1462.37,Amex,2022-10-29,
2023-07-24,28268,4571.32,Visa,2018-12-12,
2023-02-03,75769,4779.32,Amex,2020-04-04,
2023-12-06,45168,4535.8,Amex,2018-11-06,2023-08-13
2023-08-17,66788,3354.28,MasterCard,2017-11-24,
2023-02-24,24294,1287.47,MasterCard,2017-07-18,
2023-03-08,78857,3814.83,Visa,2020-12-28,
2023-07-14,37848,2617.06,MasterCard,2022-02-24,
2023-03-08,47405,1366.14,MasterCard,2021-04-17,
2023-06-11,98200,3639.74,Amex,2019-04-18,
2023-10-02,35950,3998.91,Amex,2019-03-01,
2023-06-27,57561,2993.96,Amex,2017-12-14,
2023-03-07,15160,305.63,Visa,2018-07-12,
2023-08-12,29306,4194.03,MasterCard,2020-08-08,
2023-08-11,91707,4138.11,MasterCard,2020-10-29,
2023-03-21,82412,3932.9,Amex,2019-03-28,
2023-07-06,3825,2397.98,Visa,2022-01-10,
2023-11-13,22844,4476.82,Amex,2017-10-17,
2023-12-04,86541,4533.99,Visa,2019-12-21,
2023-07-27,35218,2706.45,Visa,2020-06-11,
2023-03-29,2595,892.89,MasterCard,2017-06-07,
2023-09-10,19022,732.6,MasterCard,2018-07-24,
2023-05-22,43087,166.99,MasterCard,2017-01-25,
2023-11-06,29933,1947.25,Visa,2020-05-08,
2023-08-10,22602,4429.02,Visa,2018-08-30,
2023-11-25,34079,1273.51,MasterCard,2021-03-01,
2023-07-09,78497,959.88,Visa,2017-09-27,
2023-01-22,67576,2515.92,Visa,2016-03-10,
2023-05-14,43113,3576.24,MasterCard,2022-08-26,
2023-10-30,59237,2512.42,Amex,2015-07-22,2023-02-12
2023-03-28,70265,2210.4,Amex,2022-12-23,
2023-04-20,8519,989.05,MasterCard,2021-10-29,
2023-02-16,25742,51.1,MasterCard,2016-03-28,
2023-10-28,35388,473.69,Visa,2015-01-30,
2023-10-23,69357,3767.4,Visa,2019-06-26,
2023-08-12,9740,1180.56,Visa,2021-09-10,
2023-07-09,75385,1726.63,MasterCard,2016-02-17,
2023-06-29,35579,3572.07,Visa,2015-07-18,
2023-02-25,93402,3372.2,MasterCard,2015-05-20,
2023-03-19,63167,2654.6,MasterCard,2016-12-27,2023-07-12
2023-11-21,84394,2792.55,Amex,2022-12-25,
2023-03-17,78385,4589.55,Amex,2018-09-27,
2023-05-01,12318,2656.08,MasterCard,2019-01-19,
2023-09-29,15206,4197.58,MasterCard,2015-05-31,
2023-07-27,18558,1222.45,MasterCard,2020-07-21,2023-10-31
2023-10-27,76470,4553.92,Visa,2021-01-08,
2023-10-20,5001,2227.14,Visa,2017-04-06,
2023-02-15,12937,2522.38,MasterCard,2018-01-28,
2023-03-25,16659,4223.38,Visa,2022-09-10,
2023-07-19,54086,3970.85,Visa,2022-08-07,
2023-10-08,90251,2102.7,MasterCard,2018-08-13,
2023-04-01,97743,1339.99,MasterCard,2018-01-05,2023-06-25
2023-08-13,2597,372.5,MasterCard,2016-02-15,
2023-05-01,71124,2486.54,Amex,2021-12-31,
2023-09-11,79879,1517.12,Visa,2020-03-22,
2023-10-07,8851,3615.88,MasterCard,2018-10-24,
2023-10-17,83156,2092.33,MasterCard,2018-03-27,
2023-07-24,77237,667.72,Visa,2022-09-16,
2023-12-19,72309,457.46,MasterCard,2020-04-30,
2023-08-09,94373,4257.4,MasterCard,2019-08-26,
2023-08-26,3345,1065.83,MasterCard,2020-12-04,
2023-02-02,27666,1696.18,Amex,2016-05-23,
2023-07-14,16148,512.43,Amex,2021-01-16,
2023-08-05,63370,4243.97,Amex,2019-05-31,
2023-06-18,56268,4736.11,Visa,2016-11-03,2023-05-03
2023-03-18,49993,252.39,Visa,2020-03-16,
2023-09-29,19249,2118.4,MasterCard,2022-09-16,
2023-12-13,2234,613.35,Visa,2016-08-04,
2023-08-05,93605,3248.5,MasterCard,2020-03-16,
2023-01-03,76650,3678.12,Amex,2021-11-15,
2023-08-19,93987,1407.66,MasterCard,2017-04-04,
2023-12-01,58021,2906.98,Amex,2022-06-28,
2023-01-24,20099,3757.58,Amex,2020-01-04,
2023-04-18,66814,4346.3,MasterCard,2019-07-03,
2023-07-31,53981,3490.62,MasterCard,2022-01-20,
2023-04-09,89759,2228.38,MasterCard,2016-10-10,
2023-06-19,25835,2319.14,Visa,2017-03-25,
2023-05-14,81039,1953.35,Amex,2017-06-13,
2023-10-27,7192,1320.41,Visa,2019-04-28,
2023-04-17,63219,3871.03,Amex,2015-06-26,
2023-05-26,93552,2926.91,Amex,2021-08-29,
2023-12-14,83559,2473.46,Visa,2016-10-06,
2023-03-11,86104,4173.0,Amex,2019-05-12,
2023-05-05,63960,1546.69,MasterCard,2017-08-28,
2023-02-02,95480,1300.11,Visa,2021-03-30,
2023-09-11,62739,2580.57,MasterCard,2022-10-12,
2023-01-08,50102,4529.07,Amex,2020-08-23,
2023-07-05,35386,1388.25,MasterCard,2016-05-28,
2023-06-03,23072,3073.27,Visa,2017-11-09,
2023-03-02,97791,1456.86,Amex,2015-07-08,
2023-12-06,60976,2916.37,Amex,2020-05-29,
2023-09-05,79124,4475.48,Visa,2019-05-20,
2023-07-12,36870,1121.72,MasterCard,2015-11-01,
2023-01-20,53954,3714.34,MasterCard,2016-09-10,
2023-03-06,95626,2110.97,Amex,2022-05-06,
2023-06-05,67074,3679.43,Visa,2017-11-02,
2023-01-18,65479,2354.11,Amex,2020-09-04,
2023-09-08,47851,2659.63,Visa,2022-06-20,
2023-01-26,81757,2656.68,MasterCard,2019-05-20,
2023-05-03,43229,4033.17,Amex,2015-08-28,
2023-12-08,47162,2793.42,Amex,2022-05-05,
2023-08-03,5811,4601.43,Amex,2017-12-11,
2023-08-04,46013,898.67,MasterCard,2017-10-26,
2023-08-20,85700,4134.07,Amex,2015-12-26,
2023-04-25,92639,3635.96,MasterCard,2015-01-18,
2023-11-14,76157,3949.04,Visa,2022-04-15,2023-08-17
2023-07-26,86770,1995.77,Amex,2015-04-13,
2023-11-26,99629,4112.61,MasterCard,2017-02-27,2023-07-29
2023-08-17,10932,3645.38,Amex,2015-04-07,
2023-12-15,22022,3814.98,MasterCard,2020-12-26,
2023-05-01,18254,3658.72,Visa,2017-04-20,
2023-05-12,78494,2004.88,Visa,2017-11-23,
2023-04-15,43231,2280.22,Amex,2016-03-15,
2023-02-16,55357,218.0,Visa,2018-10-30,
2023-03-26,11692,2989.59,Visa,2020-05-25,
2023-09-10,59007,1221.99,Visa,2016-07-17,
2023-11-13,16166,3789.43,Amex,2019-12-12,
2023-07-04,86836,4336.16,MasterCard,2020-06-01,
2023-11-26,61683,2746.91,Amex,2015-10-18,
2023-07-08,20767,1496.42,MasterCard,2022-01-30,
2023-08-21,28885,3006.98,Visa,2019-09-05,
2023-02-28,23814,1956.54,Amex,2020-02-11,
2023-05-03,37039,304.8,Visa,2020-03-04,
2023-05-21,44252,1123.29,Visa,2016-06-17,
2023-09-23,45928,810.09,Amex,2021-07-25,
2023-05-14,93394,2107.77,MasterCard,2016-09-29,
2023-08-26,53602,80.48,Visa,2019-03-13,
2023-03-04,70104,158.82,Amex,2020-12-04,
2023-04-24,99589,1469.8,Amex,2017-04-01,
2023-05-04,27162,4363.79,Amex,2016-07-31,
2023-04-15,20434,2479.04,Amex,2018-05-24,
2023-07-23,76171,228.35,MasterCard,2021-03-04,
2023-03-10,1367,3248.22,MasterCard,2015-03-14,
2023-12-19,16765,3314.25,Amex,2016-08-12,
2023-04-16,81695,3662.76,Visa,2018-04-05,
2023-11-07,53634,369.09,Amex,2022-02-09,2023-09-13
2023-07-23,87097,957.76,MasterCard,2022-09-22,2023-07-10
2023-03-17,16234,3521.19,Amex,2020-01-16,
2023-06-15,49296,700.81,Visa,2015-10-05,
2023-11-24,3249,3390.04,MasterCard,2021-02-28,
2023-11-20,68670,2777.86,Visa,2017-05-15,
2023-05-04,28080,3929.07,Amex,2022-01-28,
2023-01-29,4879,3466.8,Visa,2017-12-31,
2023-02-04,22091,3888.74,Visa,2015-03-12,
2023-05-11,53198,2703.72,Amex,2016-02-15,
2023-12-16,88050,2407.7,Visa,2018-08-22,
2023-09-09,45797,4842.8,MasterCard,2021-02-18,
2023-03-04,44556,4463.77,MasterCard,2019-03-01,
2023-10-20,73828,2524.45,MasterCard,2016-04-29,
2023-06-02,14722,2382.58,Visa,2018-06-20,
2023-02-19,67972,178.57,MasterCard,2018-09-05,
2023-08-30,19047,2708.63,MasterCard,2016-11-02,
2023-02-13,51984,4448.02,Visa,2019-05-05,
2023-03-24,88765,2907.64,Amex,2017-01-26,2023-10-04
2023-11-08,56227,4670.26,Visa,2018-05-04,
2023-05-08,66205,890.12,Visa,2021-07-17,
2023-09-20,84891,619.44,MasterCard,2016-10-19,
2023-07-18,91707,198.88,Visa,2020-01-21,
2023-05-15,55388,4638.04,Amex,2019-04-17,
2023-05-08,74107,4215.6,MasterCard,2019-10-25,
2023-11-22,57876,2179.55,Visa,2022-02-01,
2023-10-11,45254,1599.16,Amex,2017-03-22,
2023-07-29,75321,3675.81,MasterCard,2022-04-07,
2023-05-12,17432,790.58,MasterCard,2020-09-28,
2023-10-23,1588,1619.31,Visa,2016-08-17,
2023-02-07,31333,3006.78,Visa,2016-05-09,
2023-10-25,45040,1251.86,Amex,2015-05-31,
2023-06-09,53253,2126.01,MasterCard,2016-04-24,
2023-10-29,83105,1180.75,Amex,2018-12-18,
2023-06-03,83222,2310.29,MasterCard,2021-05-10,
2023-11-01,41105,2223.17,Visa,2020-08-31,
2023-10-15,78647,1389.83,MasterCard,2022-01-23,
2023-12-30,73982,3164.94,Visa,2017-08-09,2023-04-11
2023-01-16,27613,2586.54,Visa,2018-06-01,
2023-07-29,91451,3324.28,Visa,2022-05-15,
2023-01-30,39310,3252.88,MasterCard,2017-01-09,
2023-02-11,56077,1751.23,Amex,2021-07-24,
2023-07-12,88549,3922.45,Amex,2019-09-27,
2023-01-19,55839,4707.39,MasterCard,2022-03-23,2023-08-22
2023-09-10,29665,2076.79,Visa,2016-06-09,
2023-09-14,31874,1780.27,MasterCard,2022-11-04,
2023-01-27,49905,3839.67,Amex,2020-11-11,2023-02-07
2023-01-14,62627,1181.45,Amex,2021-12-13,
2023-04-22,48953,516.17,Visa,2021-11-24,
2023-07-15,38401,1330.79,Visa,2021-12-24,
2023-09-27,13997,245.86,Amex,2021-04-02,
2023-03-17,24241,4066.66,MasterCard,2016-09-17,
2023-12-31,25725,1813.07,Visa,2016-12-18,
2023-07-19,93073,4848.14,MasterCard,2015-09-25,2023-06-20
2023-04-22,44943,750.0,Visa,2019-06-21,
2023-06-14,40304,1697.45,MasterCard,2018-02-14,
2023-07-28,39245,4546.66,Visa,2022-09-04,
2023-12-09,67116,3317.77,Amex,2018-12-18,2023-05-30
2023-08-21,51708,3765.29,Visa,2022-01-25,2023-08-31
2023-05-26,86443,1222.87,Amex,2015-12-26,
2023-11-12,96317,97.03,Visa,2018-06-02,
2023-07-09,79112,488.69,MasterCard,2015-06-27,
2023-01-15,28133,4894.84,Visa,2017-12-26,
2023-08-24,44359,2382.81,Visa,2016-05-27,
2023-03-30,34211,1723.73,Visa,2019-09-22,
2023-07-07,93533,3439.97,MasterCard,2017-12-28,
2023-10-13,22756,4558.0,Visa,2022-11-09,2023-04-15
2023-12-20,41349,2539.34,Visa,2020-08-24,
2023-10-16,39133,442.46,MasterCard,2016-10-18,
2023-12-26,94307,139.42,Visa,2017-02-05,
2023-07-28,94005,324.37,Amex,2021-04-16,
2023-05-21,1393,2898.7,Amex,2016-11-30,
2023-07-21,39165,256.74,Amex,2019-09-12,
2023-02-23,55294,2706.46,Visa,2020-07-16,
2023-08-07,66554,2576.44,Visa,2020-04-14,
2023-08-28,42191,3384.5,MasterCard,2016-09-08,
2023-09-19,29252,3467.11,Visa,2019-04-17,
2023-03-11,85974,4590.1,Visa,2015-01-27,
2023-11-13,51984,1805.61,Visa,2015-09-30,
2023-09-24,93795,2358.81,Amex,2019-05-26,
2023-06-03,5237,1711.22,MasterCard,2021-08-15,
2023-06-04,85723,220.61,Visa,2022-05-27,
2023-09-19,24457,3725.4,Amex,2019-08-08,
2023-09-16,41765,3376.69,MasterCard,2016-06-26,
2023-12-27,34762,166.16,MasterCard,2017-10-24,
2023-10-01,27378,1255.83,Visa,2017-08-13,
2023-11-15,8567,201.49,MasterCard,2020-08-01,
2023-02-23,92682,3176.75,Amex,2018-06-11,
2023-07-25,12982,3866.86,MasterCard,2017-10-13,
2023-09-04,77889,3898.45,Amex,2016-02-19,
2023-04-29,29990,750.09,Amex,2022-07-31,
2023-09-02,38480,3989.44,MasterCard,2016-10-08,
2023-06-28,45537,2187.58,Amex,2022-12-02,
2023-12-14,33815,4169.13,MasterCard,2018-05-15,
2023-10-29,86440,4715.45,Amex,2022-11-10,
2023-11-03,40699,1603.24,Amex,2018-02-24,
2023-11-24,95857,828.56,MasterCard,2019-08-17,
2023-01-16,73411,4134.66,Amex,2019-07-10,
2023-07-16,28886,940.47,Amex,2018-01-30,
2023-03-19,14688,2641.53,Amex,2015-03-21,
2023-07-22,53347,307.7,Amex,2017-07-08,
2023-10-18,82874,2918.15,MasterCard,2022-08-04,
2023-02-27,84358,3092.91,MasterCard,2019-09-30,
2023-02-26,45790,3648.23,Amex,2019-12-30,
2023-09-07,3724,4506.8,Visa,2016-11-28,
2023-06-05,85160,1921.15,Visa,2015-10-31,
2023-02-15,99680,2817.67,Visa,2022-01-08,
2023-10-20,46527,2019.44,Amex,2016-06-07,
2023-10-30,76758,4524.46,Amex,2021-03-26,
2023-06-04,80961,4621.5,MasterCard,2016-08-25,
2023-04-18,40500,187.62,Amex,2018-08-15,2023-09-25
2023-07-01,15296,1138.93,Amex,2017-05-08,
2023-06-25,33131,2836.57,Amex,2017-05-20,
2023-11-07,44588,1452.01,Visa,2017-11-12,
2023-02-15,93842,3176.31,Amex,2017-12-06,
2023-05-03,84925,3432.62,Amex,2019-02-03,
2023-12-11,6557,3471.32,MasterCard,2021-10-03,
2023-10-25,40257,4466.25,MasterCard,2021-08-11,
2023-09-09,87917,2332.8,MasterCard,2015-10-27,
2023-09-10,56654,1690.6,Amex,2016-02-13,
2023-04-21,44461,3755.49,Visa,2018-06-09,
2023-01-14,67506,607.86,Visa,2016-03-21,
2023-12-14,93577,1793.14,MasterCard,2020-06-27,
2023-10-21,7959,3765.28,Amex,2019-04-15,
2023-07-26,26819,316.97,Amex,2018-01-04,
2023-07-21,10185,3507.89,Visa,2017-08-14,
2023-12-17,70906,365.89,Visa,2021-05-28,
2023-11-01,84555,2144.63,Visa,2022-02-01,
2023-10-14,18627,4921.12,Amex,2016-10-15,
2023-05-19,39989,2433.28,Amex,2021-07-28,
2023-04-27,22046,1716.02,MasterCard,2017-01-09,
2023-03-26,49447,3329.51,Amex,2015-08-17,
2023-05-31,82646,3755.2,Amex,2015-04-25,
2023-10-30,86186,3387.54,Amex,2018-02-24,
2023-02-23,78046,1675.46,Visa,2018-01-08,
2023-08-04,65647,4891.62,Amex,2020-08-31,
2023-07-10,16042,2703.75,Visa,2018-03-26,
2023-03-29,62365,4543.94,Visa,2016-04-23,
2023-06-07,76381,3218.56,Visa,2019-09-23,
2023-07-08,48969,891.71,Visa,2018-04-03,2023-11-10
2023-07-03,90213,3522.74,Visa,2017-12-11,2023-11-24
2023-08-15,49116,247.4,Visa,2020-08-28,
2023-05-03,8572,1580.46,MasterCard,2018-02-10,
2023-09-23,23510,1697.7,Amex,2019-08-08,
2023-01-25,21522,3233.98,Visa,2020-04-24,
2023-04-10,1543,4087.66,Amex,2015-04-27,
2023-09-20,96489,855.02,Visa,2021-02-12,2023-12-28
2023-02-05,33545,2874.66,Amex,2022-11-09,
2023-02-05,25866,4494.01,Amex,2020-03-15,
2023-07-01,1862,946.26,Amex,2017-01-09,
2023-12-09,82026,1742.14,MasterCard,2021-01-25,
